stereotype,total_correlation,rank
category,2.3322132944524054,8
collective,2.1020335044200844,10
datatype,1.2420737864025237,16
event,3.334043259737449,1
kind,2.8612662779325153,3
mode,1.5972201850000447,15
phase,1.834799878633175,12
quality,2.453858060003741,4
relator,2.392944930509457,6
role,2.4336299241334616,5
roleMixin,2.1285191506794874,9
situation,2.968713809309135,2
subkind,2.0329875930662915,11
type,2.3451956229935758,7
none,1.8041432672672006,13
other,1.6105623247125729,14
