Stereotype,category,collective,datatype,event,kind,mixin,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,none,other
category,1.0,-0.03077023905729894,0.09067879518535843,0.17872167444471446,-0.11247320293685127,0.12374185816973056,0.32572355602395414,0.07264410106985834,0.2636162070091081,-0.07006234839848587,-0.04520954274793883,0.20488261174506836,0.20586399429140276,0.17531205971310312,0.19120444499264716,0.03309723689103669,0.13654772607424148
collective,-0.03077023905729894,1.0,0.04899064245196553,-0.18270458046124896,0.13940300707146455,0.011828743023548749,0.037089628808385636,0.2677944647065337,-0.15455443124359694,0.17320066060502512,0.15455443124359694,-0.10160731599013641,-0.2850438562747845,0.14287283221764732,-0.01742537588393307,-0.16719495242220048,-0.1340738606102049
datatype,0.09067879518535843,0.04899064245196553,1.0,0.06651986518407979,0.11025309741262973,0.056474006656162354,0.006456666344444482,0.12736780362017705,0.19271719615922514,-0.1106188529052153,-0.07802315633976727,-0.1124733226255107,0.15710041851623346,0.013825961417013541,0.0826898230594723,0.03981755220125992,0.028005601680560196
event,0.17872167444471446,-0.18270458046124896,0.06651986518407979,1.0,-0.31936984067746604,-0.035916426326717966,0.2390220825663958,-0.04999439286771012,0.2026409347004933,-0.19937414344426574,-0.23607327746252754,0.24900017072080058,0.5800502851764952,-0.04769011829261389,0.31936984067746604,0.14701541044579858,0.22135362437762046
kind,-0.11247320293685127,0.13940300707146455,0.11025309741262973,-0.31936984067746604,1.0,-0.016556654463313048,-0.057839231404084444,0.25671801540513517,-0.01887128390240993,0.17019803510362014,0.4592012416253083,-0.16643594042796062,-0.2483498169496957,0.3529834711129817,-0.2777777777777778,-0.10700645625096326,-0.03473667371459374
mixin,0.12374185816973056,0.011828743023548749,0.056474006656162354,-0.035916426326717966,-0.016556654463313048,1.0,0.09078277120044173,0.18779002337519682,0.18184318022744672,0.00033814920690545554,0.18559252414966212,0.12115236220091141,-0.027549342105263157,-0.07689770213787474,0.07450494508490872,0.12578849342584844,-0.1393235719191397
mode,0.32572355602395414,0.037089628808385636,0.006456666344444482,0.2390220825663958,-0.057839231404084444,0.09078277120044173,1.0,0.04798724085779642,0.22266611353082696,0.006142733087012354,-0.03012541536005306,0.20992467565814826,0.0063203195139548045,0.05630598609358342,0.2197890793355209,0.10150240743122023,-0.05002764847874547
phase,0.07264410106985834,0.2677944647065337,0.12736780362017705,-0.04999439286771012,0.25671801540513517,0.18779002337519682,0.04798724085779642,1.0,0.07993587610096359,0.09652159215300124,0.21140066406866403,-0.0614788115432846,-0.06781306399659885,0.293963983572295,-0.011669000700233415,-0.07117352953655323,0.004560100536367958
quality,0.2636162070091081,-0.15455443124359694,0.19271719615922514,0.2026409347004933,-0.01887128390240993,0.18184318022744672,0.22266611353082696,0.07993587610096359,1.0,0.12179355828755854,0.04700854700854701,0.07668030335977541,0.2737021063217239,0.09886699292301031,0.28306925853614895,0.18578012780785164,-0.07276334509577617
relator,-0.07006234839848587,0.17320066060502512,-0.1106188529052153,-0.19937414344426574,0.17019803510362014,0.00033814920690545554,0.006142733087012354,0.09652159215300124,0.12179355828755854,1.0,0.21814922148974095,0.12401395900670428,-0.14878565103840044,0.16189195643280152,-0.1225425852746065,-0.2476871249234899,-0.17807286200125386
role,-0.04520954274793883,0.15455443124359694,-0.07802315633976727,-0.23607327746252754,0.4592012416253083,0.18559252414966212,-0.03012541536005306,0.21140066406866403,0.04700854700854701,0.21814922148974095,1.0,0.018845159300283788,-0.22777264327458532,0.07292317208505725,-0.15097027121927944,-0.037357960483100604,-0.11996119056330666
roleMixin,0.20488261174506836,-0.10160731599013641,-0.1124733226255107,0.24900017072080058,-0.16643594042796062,0.12115236220091141,0.20992467565814826,-0.0614788115432846,0.07668030335977541,0.12401395900670428,0.018845159300283788,1.0,0.12115236220091141,-0.02068481375357841,0.2467843254621485,0.0908909857359617,-0.10376671769423729
situation,0.20586399429140276,-0.2850438562747845,0.15710041851623346,0.5800502851764952,-0.2483498169496957,-0.027549342105263157,0.0063203195139548045,-0.06781306399659885,0.2737021063217239,-0.14878565103840044,-0.22777264327458532,0.12115236220091141,1.0,-0.1221135509949451,0.13245323570650439,0.060679660561060694,0.2411203613089755
subkind,0.17531205971310312,0.14287283221764732,0.013825961417013541,-0.04769011829261389,0.3529834711129817,-0.07689770213787474,0.05630598609358342,0.293963983572295,0.09886699292301031,0.16189195643280152,0.07292317208505725,-0.02068481375357841,-0.1221135509949451,1.0,-0.04954153980533076,-0.1235857312622257,0.0351710634535238
type,0.19120444499264716,-0.01742537588393307,0.0826898230594723,0.31936984067746604,-0.2777777777777778,0.07450494508490872,0.2197890793355209,-0.011669000700233415,0.28306925853614895,-0.1225425852746065,-0.15097027121927944,0.2467843254621485,0.13245323570650439,-0.04954153980533076,1.0,0.10700645625096326,-0.08684168428648437
none,0.03309723689103669,-0.16719495242220048,0.03981755220125992,0.14701541044579858,-0.10700645625096326,0.12578849342584844,0.10150240743122023,-0.07117352953655323,0.18578012780785164,-0.2476871249234899,-0.037357960483100604,0.0908909857359617,0.060679660561060694,-0.1235857312622257,0.10700645625096326,1.0,0.1468234100677141
other,0.13654772607424148,-0.1340738606102049,0.028005601680560196,0.22135362437762046,-0.03473667371459374,-0.1393235719191397,-0.05002764847874547,0.004560100536367958,-0.07276334509577617,-0.17807286200125386,-0.11996119056330666,-0.10376671769423729,0.2411203613089755,0.0351710634535238,-0.08684168428648437,0.1468234100677141,1.0
