year,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,none,other
2005,0.0,0.0012787723785166241,0.00018268176835951772,0.00036536353671903543,0.0,0.0,0.0,0.0,0.0016441359152356595,0.00036536353671903543,0.0007307270734380709,0.0007307270734380709,0.0,0.0,0.00018268176835951772,0.0005480453050785532,0.0012787723785166241,0.0,0.0,0.0005480453050785532,0.0,0.0,0.0
2007,0.0,0.0005480453050785532,0.0,0.00018268176835951772,0.0,0.00036536353671903543,0.0,0.0,0.0007307270734380709,0.0,0.00018268176835951772,0.0,0.0,0.0,0.0,0.0,0.0,0.00018268176835951772,0.0,0.0007307270734380709,0.0,0.0,0.0007307270734380709
2011,0.0,0.0007307270734380709,0.0,0.0,0.0,0.0,0.0,0.0,0.0009134088417975886,0.0,0.0,0.0005480453050785532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005480453050785532,0.0,0.0,0.0
2012,0.0,0.002009499451954695,0.0,0.0,0.0,0.0,0.0,0.0,0.006941907197661673,0.0,0.0,0.0,0.0,0.0,0.0,0.0029229082937522835,0.0016441359152356595,0.0,0.0,0.0076726342710997444,0.0,0.0,0.0
2013,0.0,0.005115089514066497,0.012970405553525757,0.0029229082937522835,0.0,0.0,0.0,0.0,0.049872122762148335,0.0005480453050785532,0.0038363171355498722,0.012605042016806723,0.0,0.00036536353671903543,0.0,0.03635367190354403,0.05663134819145049,0.004384362440628425,0.0,0.039824625502374866,0.0010960906101571063,0.0,0.0
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012787723785166241,0.0,0.0,0.0,0.0,0.0,0.0,0.0009134088417975886,0.0009134088417975886,0.0,0.0,0.0,0.0,0.0012787723785166241,0.0010960906101571063
2015,0.0,0.0007307270734380709,0.0,0.00018268176835951772,0.0014614541468761417,0.0005480453050785532,0.0,0.0,0.003105590062111801,0.00018268176835951772,0.00401899890390939,0.0014614541468761417,0.0,0.00036536353671903543,0.0010960906101571063,0.0010960906101571063,0.0023748629886737303,0.0007307270734380709,0.0007307270734380709,0.0009134088417975886,0.0,0.0,0.0
2016,0.0,0.0010960906101571063,0.00018268176835951772,0.0,0.0,0.0012787723785166241,0.0,0.0,0.0,0.00018268176835951772,0.0010960906101571063,0.0,0.0,0.0012787723785166241,0.0,0.0016441359152356595,0.00036536353671903543,0.0016441359152356595,0.00018268176835951772,0.0,0.0,0.0,0.0014614541468761417
2017,0.0,0.001826817683595177,0.0,0.0,0.0,0.01516258677383997,0.0,0.0,0.005845816587504567,0.00018268176835951772,0.0007307270734380709,0.0012787723785166241,0.0,0.0,0.0005480453050785532,0.0025575447570332483,0.008586043112897334,0.0016441359152356595,0.0007307270734380709,0.0038363171355498722,0.00036536353671903543,0.005297771282426014,0.004567044208987943
2018,0.0,0.004932407745706979,0.0009134088417975886,0.0,0.00036536353671903543,0.0047497259773474606,0.0,0.0,0.006211180124223602,0.00018268176835951772,0.003288271830471319,0.00036536353671903543,0.0,0.0007307270734380709,0.0,0.005480453050785532,0.0016441359152356595,0.00566313481914505,0.0010960906101571063,0.007855316039459262,0.0005480453050785532,0.003105590062111801,0.0021921812203142127
