stereotype,total_correlation,rank
characterization,2.003125347153049,6
componentOf,2.1630358251157387,5
derivation,2.8874077978256008,1
formal,2.4822431935814273,4
material,1.9512513451803266,7
mediation,2.5184960571384085,3
memberOf,2.878212876390109,2
subCollectionOf,1.8481005649829214,8
