Stereotype,average_quantity,rank,proportion
bringsAbout,0,4,0.0
characterization,1,2,0.1111111111111111
comparative,0,4,0.0
componentOf,0,4,0.0
creation,0,4,0.0
derivation,1,2,0.1111111111111111
externalDependence,0,4,0.0
historicalDependence,0,4,0.0
instantiation,0,4,0.0
manifestation,0,4,0.0
material,7,1,0.7777777777777778
mediation,0,4,0.0
memberOf,0,4,0.0
participation,0,4,0.0
participational,0,4,0.0
subCollectionOf,0,4,0.0
subQuantityOf,0,4,0.0
termination,0,4,0.0
triggers,0,4,0.0
