Group,DistanceFromOrigin,Rank
sortal,164.0281906399432,1
rigid,116.01574885916631,2
rigid_sortal,106.50508967199842,3
non_rigid,72.06085583806336,4
non_rigid_sortal,58.85278596779616,5
non_sortal,31.043102251290325,6
rigid_non_sortal,22.284107580380763,7
non_rigid_non_sortal,21.421898626984024,8
undef,14.773638830045167,9
temporal,12.921835808656366,10
none,10.526733986310727,11
abstracts,8.080525171004606,12
other,7.280109889280518,13
