Percentage,Top k Stereotypes,Coverage
10.0,2,0.2969004893964111
20.0,4,0.49592169657422513
30.0,6,0.632952691680261
40.0,8,0.7406199021207178
50.0,10,0.8238172920065253
60.0,12,0.8809135399673735
70.0,14,0.9265905383360522
80.0,16,0.9624796084828712
90.0,18,0.9820554649265906
100.0,21,1.0
