Stereotype,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,other,none
material,0.1269845161168218,0.19025310352816197,0.3115883635245425,0.39276014210542026,0.013820364615990694,0.5105127069671637,-0.24301359500748052,-8.217834798137279e-05,-0.1108044677275153,-0.12564568638958026,1.0,0.42652142341828264,0.3195166160302117,-0.02782282406082307,-0.09888497029994435,0.19029203003466852,0.22913997217645632,0.13424755992432028,-0.03671405819215167,0.17374542005847796,-0.16566003464906276
mediation,-0.09403824840226843,0.3818397805768552,0.2368834634607766,0.37718050412521253,0.20242249203178575,0.44266100892218635,0.08908900873740724,0.1072059072254611,0.09276332589197478,0.0040278836184697315,0.42652142341828264,1.0,0.456837234475569,0.10860767529977108,0.06958077814375607,0.21423763941887555,0.3060070567746966,0.09610226516063117,-0.09456146067179327,0.20067841180150955,-0.22403005127573686
memberOf,-0.06209853927433442,0.23594510046486525,0.2093486551048977,0.45936626554904847,0.18860286800922269,0.26346801708095324,0.11363698968145103,0.10568602482350282,0.05450725166485452,-0.022566034920180188,0.3195166160302117,0.456837234475569,1.0,0.1624656384666636,0.02300499878800069,0.42768039032248273,0.3607517753489302,0.14491133754499574,-0.10061464665184225,0.2480236841424364,-0.19669838613315435
participation,0.506465821693497,0.333534861379486,0.18438822906664176,0.004311123526746892,0.6886539211724967,-0.039593451881299785,0.34483184917495363,0.5843169803110657,0.4767705966636496,0.5093595964745486,-0.02782282406082307,0.10860767529977108,0.1624656384666636,1.0,0.3320797282041446,0.08392109339357579,0.12391263593327993,0.22783821115600453,0.387554834818175,0.008452620294942441,0.0026107305077911415
participational,0.0780343830128025,0.08743762968561679,-0.0422102544176855,-0.06384845296252155,0.334336190585572,-0.12467308140063657,0.24376562710072575,0.34005442234255284,0.17881032257461266,-0.06123778441290636,-0.09888497029994435,0.06958077814375607,0.02300499878800069,0.3320797282041446,1.0,0.1794807925446214,0.2263178335628288,0.2579894963066361,0.10266607569296199,-0.1157701696296852,0.007015788905315168
subCollectionOf,-0.0756317360462962,0.08169227215237891,-0.052131453601091456,0.27563092601885436,0.1296674182853683,0.2100006391404569,-0.0015265964191209696,0.14922634261298967,0.020768214531989865,-0.07563125976841999,0.19029203003466852,0.21423763941887555,0.42768039032248273,0.08392109339357579,0.1794807925446214,1.0,0.5946209703764105,-0.03640316349067187,-0.0684624348289681,0.13915473410559387,0.04369149901943994
subQuantityOf,-0.06123817004977124,0.2333481019830996,-0.0422102544176855,0.29026954721977644,0.06811468210059085,0.20246496277045525,0.037277209588661826,0.07730283161163759,0.05800452282131358,-0.06123778441290636,0.22913997217645632,0.3060070567746966,0.3607517753489302,0.12391263593327993,0.2263178335628288,0.5946209703764105,1.0,-0.029475233978852433,-0.055433267107757256,0.22009317077473506,0.18370303783144523
termination,0.3258517982676289,-0.01630806614674722,0.4652183896232143,0.14873138439134664,0.38022692713276746,0.11022492527712018,0.041050948836646284,0.07906243350484835,0.06829166571088122,-0.05281297420599113,0.13424755992432028,0.09610226516063117,0.14491133754499574,0.22783821115600453,0.2579894963066361,-0.03640316349067187,-0.029475233978852433,1.0,0.1385744949386999,-0.0998430469209982,-0.12438109516594663
triggers,0.7153966492032395,0.30525564260981836,0.0671799429368552,-0.10209347024998361,0.03964018773555826,0.06757542414023804,0.25065076691261073,0.34096969034991836,0.24787500868864534,0.33333708652306127,-0.03671405819215167,-0.09456146067179327,-0.10061464665184225,0.387554834818175,0.10266607569296199,-0.0684624348289681,-0.055433267107757256,0.1385744949386999,1.0,-0.007635030438261689,0.05915040534376295
other,-0.14439655553486822,0.093571765994605,-0.14298106727145735,0.13397302791417193,-0.07963361997389945,0.30780835114294575,0.06460886969734395,-0.0907596705669621,0.026438748847545147,0.12384408361691951,0.17374542005847796,0.20067841180150955,0.2480236841424364,0.008452620294942441,-0.1157701696296852,0.13915473410559387,0.22009317077473506,-0.0998430469209982,-0.007635030438261689,1.0,-0.09985576412486957
none,-0.030466913662723905,0.003353121777601751,-0.18734269034602458,-0.13869129956504395,0.014866292327237225,-0.008042647185806173,0.013522600187496493,-0.061937393846190535,-0.06022197847804076,-0.04528792821091964,-0.16566003464906276,-0.22403005127573686,-0.19669838613315435,0.0026107305077911415,0.007015788905315168,0.04369149901943994,0.18370303783144523,-0.12438109516594663,0.05915040534376295,-0.09985576412486957,1.0
