Stereotype,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers
bringsAbout,0.3590567767276565,0.20965299128686804,0.070570782111828,0.096005431439764,0.05285682670048762,0.03881057729049649,0.08746770751030039,0.11019895862166264,0.09068487630298037,0.08922270906835165,0.13119852385865338,0.1315024782243563,0.03315603621701486,0.22493518514163952,0.021560094028999742,0.005282911980571469,0.0018772016720200804,0.04408218469740589,0.16625587382725063
characterization,0.20965299128686804,1.9701348132318923,0.11797314410223292,0.5540553301352528,0.2180913677201675,0.3062574284172036,0.34275103848421173,0.2465003013266974,0.28564968707069094,0.213894450082809,0.5789847689879087,0.7732682512175738,0.3312251810507845,0.42902536512225975,0.06661839549415696,0.11950726344958124,0.10587592509341211,0.036732382225554236,0.19822210605491358
comparative,0.070570782111828,0.11797314410223292,0.23933942596024357,0.15152197152515123,0.06322266482963423,0.05578842380821471,0.006293631910323918,0.03527206095734456,0.004779583123857557,0.026066400888976472,0.1599661102732242,0.13454780161536,0.07445238401407042,0.0735775558375635,0.0010774040189916456,0.003030899511334121,0.0010774040189916456,0.0660526995780099,0.024037843604776715
componentOf,0.096005431439764,0.5540553301352528,0.15152197152515123,1.706991790998559,0.15803044241143663,0.34899568804312076,0.13548910135201,0.1202953637427284,0.15452759402698954,0.10127954022038331,0.5803544859391403,0.7450051227329709,0.3514826931130897,0.2139566780537016,0.028028558861540438,0.171259634370123,0.09793610729130507,0.05723233098205677,0.0517879837497625
creation,0.05285682670048762,0.2180913677201675,0.06322266482963423,0.15803044241143663,0.5365549819651602,0.08922426932104123,0.11603730319175189,0.13916726605129284,0.16495438575088606,0.11677534043517267,0.15842147570600293,0.25139513947209624,0.0948963314222158,0.3738838097259466,0.08830367761287601,0.05164500629291344,0.030757345868207556,0.06399621001858766,0.02684253657786496
derivation,0.03881057729049649,0.3062574284172036,0.05578842380821471,0.34899568804312076,0.08922426932104123,1.351630264774105,0.06540029538307332,0.05186447415773757,0.04572939234336541,0.02956885563024529,0.7301933721883443,0.6911822937856519,0.20114873054119942,0.10331607159623081,0.011524775008708719,0.1639293825363694,0.0681736608496389,0.027297199363682738,0.038190162838137046
externalDependence,0.08746770751030039,0.34275103848421173,0.006293631910323918,0.13548910135201,0.11603730319175189,0.06540029538307332,0.6455788872751351,0.15687211806695917,0.25069118734275747,0.1607621340215991,0.10924078835477419,0.2823453798806257,0.08409189988950058,0.25246469879894273,0.07156762736980672,0.025778456866728205,0.01962732552157903,0.023612660176236117,0.08768116330755077
historicalDependence,0.11019895862166264,0.2465003013266974,0.03527206095734456,0.1202953637427284,0.13916726605129284,0.05186447415773757,0.15687211806695917,0.4739167967316582,0.21005603049680183,0.15394481388629006,0.12153446737307011,0.20924860000811327,0.06288491254137235,0.31176754619926167,0.06482415189773608,0.04034956534370873,0.02205287278909049,0.02187667316951426,0.09474098188554016
instantiation,0.09068487630298037,0.28564968707069094,0.004779583123857557,0.15452759402698954,0.16495438575088606,0.04572939234336541,0.25069118734275747,0.21005603049680183,0.5358235610241853,0.26545137464652524,0.11101254097575522,0.2335440194173495,0.0876024313651926,0.2819291148321573,0.043766504569369744,0.023591779915247614,0.0189876325745239,0.026800312745699162,0.07556279529413532
manifestation,0.08922270906835165,0.213894450082809,0.026066400888976472,0.10127954022038331,0.11677534043517267,0.02956885563024529,0.1607621340215991,0.15394481388629006,0.26545137464652524,0.367509791124729,0.06123878420961969,0.1340823245496124,0.03107983554711857,0.23487324781528038,0.0018772016720200804,0.005282911980571476,0.0018772016720200804,0.0014033647433501946,0.08276686648349767
