Stereotype,bringsAbout,characterization,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation
bringsAbout,1.0,0.24330407091752365,0.08063851412910314,0.10826756312108997,0.036652924441662495,0.14588418130919995,0.34883671293299917,0.223421560840915,0.29006345437888653,0.17606101828913323,0.2402970205171104,0.09780622008594207,0.5107186641210347
characterization,0.24330407091752365,1.0,0.27474031039720237,0.030348204583083547,0.08680861568950059,0.3439681997255003,0.1700399431179822,0.25698565982757426,0.30109266851583694,0.20753803870169113,0.14514495038676634,0.043710553898762036,0.20885475695979253
componentOf,0.08063851412910314,0.27474031039720237,1.0,0.052532987563940745,0.14454056989480552,0.04701081056513953,0.13135286950597388,0.2662593408074023,0.26731863481092305,0.22677513121394247,0.18354564916906432,0.2787749455375197,0.007384849280954898
creation,0.10826756312108997,0.030348204583083547,0.052532987563940745,1.0,0.025749842053874074,0.1916600852856714,0.3145612809477506,0.3689143363927849,0.38704918062533605,0.03681325287284638,0.06044226994688292,0.19875509755432536,0.6517221136692806
derivation,0.036652924441662495,0.08680861568950059,0.14454056989480552,0.025749842053874074,1.0,0.13204214301901843,0.173729787957783,0.20647986011841044,0.22369845478464367,0.3710627477349958,0.34400567149524836,0.15223283677308677,0.09831581685108579
externalDependence,0.14588418130919995,0.3439681997255003,0.04701081056513953,0.1916600852856714,0.13204214301901843,1.0,0.30705368637644614,0.5056473193864245,0.38978825031656433,0.2814712186346732,0.025778890637055643,0.12468810934928937,0.2396070446868587
historicalDependence,0.34883671293299917,0.1700399431179822,0.13135286950597388,0.3145612809477506,0.173729787957783,0.30705368637644614,1.0,0.5143042513173611,0.5056966939225265,0.007418780554126208,0.01775055271991965,0.1287437491674493,0.509806951381243
instantiation,0.223421560840915,0.25698565982757426,0.2662593408074023,0.3689143363927849,0.20647986011841044,0.5056473193864245,0.5143042513173611,1.0,0.7673928882333865,0.17219375958735736,0.053799516815862605,0.02792442573026801,0.46050044483444713
manifestation,0.29006345437888653,0.30109266851583694,0.26731863481092305,0.38704918062533605,0.22369845478464367,0.38978825031656433,0.5056966939225265,0.7673928882333865,1.0,0.11042840087774189,0.03393968208824333,0.0700087374831212,0.5163866295863443
material,0.17606101828913323,0.20753803870169113,0.22677513121394247,0.03681325287284638,0.3710627477349958,0.2814712186346732,0.007418780554126208,0.17219375958735736,0.11042840087774189,1.0,0.3429440364531125,0.22540083666173746,0.04906948749859695
mediation,0.2402970205171104,0.14514495038676634,0.18354564916906432,0.06044226994688292,0.34400567149524836,0.025778890637055643,0.01775055271991965,0.053799516815862605,0.03393968208824333,0.3429440364531125,1.0,0.3442629807623804,0.08392219423516223
memberOf,0.09780622008594207,0.043710553898762036,0.2787749455375197,0.19875509755432536,0.15223283677308677,0.12468810934928937,0.1287437491674493,0.02792442573026801,0.0700087374831212,0.22540083666173746,0.3442629807623804,1.0,0.13790847113371185
participation,0.5107186641210347,0.20885475695979253,0.007384849280954898,0.6517221136692806,0.09831581685108579,0.2396070446868587,0.509806951381243,0.46050044483444713,0.5163866295863443,0.04906948749859695,0.08392219423516223,0.13790847113371185,1.0
