Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
bringsAbout,0.01590594744121715,0.1388888888888889,0.13979671891998355,13,Q3
characterization,0.1798063623789765,0.625,0.6503501579548973,2,Q1
comparative,0.008990318118948824,0.05555555555555555,0.05627828686950518,15,Q3
componentOf,0.08091286307053942,0.3055555555555556,0.31608715402739174,5,Q1
creation,0.02351313969571231,0.19444444444444445,0.1958609448401052,10,Q1
derivation,0.03941908713692946,0.3333333333333333,0.3356560375470996,4,Q1
externalDependence,0.043568464730290454,0.25,0.2537680261950953,7,Q1
historicalDependence,0.02074688796680498,0.18055555555555555,0.18174361612525064,11,Q3
instantiation,0.042185338865836794,0.19444444444444445,0.1989679491539633,8,Q1
manifestation,0.021438450899031812,0.1527777777777778,0.15427461411284182,12,Q3
material,0.15560165975103735,0.4027777777777778,0.43178908600019356,3,Q1
mediation,0.2607192254495159,0.6805555555555556,0.7287869227123429,1,Q1
memberOf,0.024896265560165973,0.19444444444444445,0.19603179847706073,9,Q1
participation,0.0698478561549101,0.3055555555555556,0.31343726731245797,6,Q1
participational,0.0013831258644536654,0.027777777777777776,0.027812191129584263,17,Q3
subCollectionOf,0.0,0.0,0.0,18,Q3
subQuantityOf,0.0,0.0,0.0,18,Q3
termination,0.002074688796680498,0.027777777777777776,0.02785514803182127,16,Q3
triggers,0.008990318118948824,0.1111111111111111,0.11147423393872495,14,Q3
