Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.00012631047113805733,0.009433962264150943,0.00943480780602038,43,Q3
category,0.0370089680434508,0.6792452830188679,0.6802527605375983,5,Q1
collective,0.00618921308576481,0.2358490566037736,0.2359302521075053,19,Q2
datatype,0.008968043450802071,0.19811320754716982,0.1983160830794201,20,Q1
enumeration,0.0060629026146267525,0.0660377358490566,0.06631546836285049,36,Q3
event,0.04370342301376784,0.44339622641509435,0.44554483812773094,9,Q1
historicalRole,0.0029051408361753187,0.03773584905660377,0.03784751177159203,37,Q3
historicalRoleMixin,0.0011367942402425162,0.02830188679245283,0.028324708244878084,39,Q3
kind,0.08563849943160289,0.8113207547169812,0.8158279963444676,2,Q1
mixin,0.002526209422761147,0.1509433962264151,0.15096453424037112,27,Q3
mode,0.023872679045092837,0.4339622641509434,0.4346183975763143,10,Q1
phase,0.02235695339143615,0.3113207547169811,0.312122485063953,14,Q1
phaseMixin,0.002526209422761147,0.07547169811320754,0.07551396526563005,34,Q3
quality,0.02046229632436529,0.3490566037735849,0.3496558568204107,13,Q1
quantity,0.0020209675382089174,0.07547169811320754,0.07549875181671303,35,Q3
relator,0.03953517746621195,0.7452830188679245,0.7463308974377062,3,Q1
role,0.052166224580017684,0.6698113207547169,0.6718396537851209,6,Q1
roleMixin,0.029556650246305417,0.41509433962264153,0.4161452947715969,11,Q1
situation,0.008968043450802071,0.1792452830188679,0.1794694884593187,24,Q4
subkind,0.08652267272956927,0.7075471698113207,0.7128177680194834,4,Q1
type,0.011367942402425162,0.18867924528301888,0.18902139486056718,21,Q1
none_c,0.0266515094101301,0.16037735849056603,0.16257675132149058,25,Q4
other_c,0.011999494758115448,0.16037735849056603,0.1608256353659502,26,Q4
bringsAbout,0.003284072249589491,0.10377358490566038,0.1038255366213574,32,Q3
characterization,0.041050903119868636,0.5283018867924528,0.5298943859255564,8,Q1
comparative,0.0016420361247947454,0.03773584905660377,0.0377715579061536,38,Q3
componentOf,0.01995705443981306,0.3018867924528302,0.30254573121987993,15,Q1
creation,0.005431350258936466,0.14150943396226415,0.14161362740201117,29,Q3
derivation,0.009852216748768473,0.2830188679245283,0.2831902995798873,16,Q1
externalDependence,0.008968043450802071,0.18867924528301888,0.18889225342481644,22,Q1
historicalDependence,0.004420866489832007,0.1320754716981132,0.1321494392148526,30,Q3
instantiation,0.007957559681697613,0.14150943396226415,0.1417329977683679,28,Q3
manifestation,0.00429455601869395,0.11320754716981132,0.11328897540185787,31,Q3
material,0.034861690034103825,0.39622641509433965,0.3977570985545649,12,Q1
mediation,0.060755336617405585,0.6132075471698113,0.6162099535332991,7,Q1
memberOf,0.0058102816723506374,0.18867924528301888,0.18876868642251463,23,Q2
participation,0.018441328786156373,0.2358490566037736,0.23656893310045832,18,Q1
participational,0.0011367942402425162,0.02830188679245283,0.028324708244878084,39,Q3
subCollectionOf,0.0008841732979664014,0.018867924528301886,0.018888629871606166,41,Q3
subQuantityOf,0.0,0.0,0.0,44,Q3
termination,0.00037893141341417203,0.018867924528301886,0.018871729253615525,42,Q3
triggers,0.0018946570670708603,0.08490566037735849,0.0849267972404302,33,Q3
none_r,0.21068586585827964,0.8584905660377359,0.883965262919446,1,Q1
other_r,0.026019957054439814,0.2641509433962264,0.26542938620701234,17,Q1
