Stereotype,average_quantity,rank,proportion
bringsAbout,0,8,0.0
characterization,2,3,0.06451612903225806
comparative,0,8,0.0
componentOf,1,5,0.03225806451612903
creation,0,8,0.0
derivation,0,8,0.0
externalDependence,0,8,0.0
historicalDependence,0,8,0.0
instantiation,0,8,0.0
manifestation,0,8,0.0
material,2,3,0.06451612903225806
mediation,4,2,0.12903225806451613
memberOf,0,8,0.0
participation,1,5,0.03225806451612903
participational,0,8,0.0
subCollectionOf,0,8,0.0
subQuantityOf,0,8,0.0
termination,0,8,0.0
triggers,0,8,0.0
none,20,1,0.6451612903225806
other,1,5,0.03225806451612903
