year,category,period,predicted,a (quad),b (linear),intercept
2015,none (occurrence),2015-2018,-0.7770903706550598,-9.0918412513347,36691.25057934794,-37017949.54977604
2016,none (occurrence),2015-2018,41.26140485703945,-9.0918412513347,36691.25057934794,-37017949.54977604
2017,none (occurrence),2015-2018,65.11621756851673,-9.0918412513347,36691.25057934794,-37017949.54977604
2018,none (occurrence),2015-2018,70.78734778612852,-9.0918412513347,36691.25057934794,-37017949.54977604
2015,none (model-wise),2015-2018,10.755431868135929,-4.654213043508207,18775.954188058717,-18936384.778928332
2016,none (model-wise),2015-2018,25.576841551810503,-4.654213043508207,18775.954188058717,-18936384.778928332
2017,none (model-wise),2015-2018,31.08982513844967,-4.654213043508207,18775.954188058717,-18936384.778928332
2018,none (model-wise),2015-2018,27.294382639229298,-4.654213043508207,18775.954188058717,-18936384.778928332
2019,none (occurrence),2019-2024,36.94292921386659,-2.2534145227909903,9107.663093022431,-9202603.76434427
2020,none (occurrence),2019-2024,43.064764684066176,-2.2534145227909903,9107.663093022431,-9202603.76434427
2021,none (occurrence),2019-2024,44.67977110855281,-2.2534145227909903,9107.663093022431,-9202603.76434427
2022,none (occurrence),2019-2024,41.7879484873265,-2.2534145227909903,9107.663093022431,-9202603.76434427
2023,none (occurrence),2019-2024,34.389296820387244,-2.2534145227909903,9107.663093022431,-9202603.76434427
2024,none (occurrence),2019-2024,22.483816107735038,-2.2534145227909903,9107.663093022431,-9202603.76434427
2019,none (model-wise),2019-2024,21.68664305191487,0.14810665487789265,-600.5074783041887,608710.0935545075
2020,none (model-wise),2019-2024,19.3819437995553,0.14810665487789265,-600.5074783041887,608710.0935545075
2021,none (model-wise),2019-2024,17.373457856941968,0.14810665487789265,-600.5074783041887,608710.0935545075
2022,none (model-wise),2019-2024,15.66118522407487,0.14810665487789265,-600.5074783041887,608710.0935545075
2023,none (model-wise),2019-2024,14.245125900954008,0.14810665487789265,-600.5074783041887,608710.0935545075
2024,none (model-wise),2019-2024,13.125279887579381,0.14810665487789265,-600.5074783041887,608710.0935545075
2015,other (occurrence),2015-2018,13.502817653119564,-4.280400330801058,17257.84864094926,-17395163.075568385
2016,other (occurrence),2015-2018,17.05772514268756,-4.280400330801058,17257.84864094926,-17395163.075568385
2017,other (occurrence),2015-2018,12.051831971853971,-4.280400330801058,17257.84864094926,-17395163.075568385
2018,other (occurrence),2015-2018,-1.5148618631064892,-4.280400330801058,17257.84864094926,-17395163.075568385
2015,other (model-wise),2015-2018,11.613407524302602,-0.9852499568733037,3971.494174815968,-4002212.6427007415
2016,other (model-wise),2015-2018,11.565006183926016,-0.9852499568733037,3971.494174815968,-4002212.6427007415
2017,other (model-wise),2015-2018,9.546104930341244,-0.9852499568733037,3971.494174815968,-4002212.6427007415
2018,other (model-wise),2015-2018,5.556703762616962,-0.9852499568733037,3971.494174815968,-4002212.6427007415
2019,other (occurrence),2019-2024,24.88993175327778,2.318893917146852,-9379.44919863271,9484484.094976539
2020,other (occurrence),2019-2024,11.45326448045671,2.318893917146852,-9379.44919863271,9484484.094976539
2021,other (occurrence),2019-2024,2.6543850377202034,2.318893917146852,-9379.44919863271,9484484.094976539
2022,other (occurrence),2019-2024,-1.5067065712064505,2.318893917146852,-9379.44919863271,9484484.094976539
2023,other (occurrence),2019-2024,-1.0300103463232517,2.318893917146852,-9379.44919863271,9484484.094976539
2024,other (occurrence),2019-2024,4.084473714232445,2.318893917146852,-9379.44919863271,9484484.094976539
2019,other (model-wise),2019-2024,14.234097213484347,0.7598172117518516,-3074.4520602544135,3110043.6946368846
2020,other (model-wise),2019-2024,8.683755225036293,0.7598172117518516,-3074.4520602544135,3110043.6946368846
2021,other (model-wise),2019-2024,4.653047659900039,0.7598172117518516,-3074.4520602544135,3110043.6946368846
2022,other (model-wise),2019-2024,2.141974517144263,0.7598172117518516,-3074.4520602544135,3110043.6946368846
2023,other (model-wise),2019-2024,1.1505357990972698,0.7598172117518516,-3074.4520602544135,3110043.6946368846
2024,other (model-wise),2019-2024,1.6787315048277378,0.7598172117518516,-3074.4520602544135,3110043.6946368846
