stereotype,total_correlation,rank
category,1.9631343188829873,7
collective,1.90182287265011,9
datatype,1.3588984243552935,15
event,2.172972978986023,5
kind,2.483162436415603,1
mixin,1.721465663060496,14
mode,2.239861959344455,3
phase,1.8742734259196538,10
quality,1.7535009376896191,13
relator,1.7576261978068444,12
role,1.9022385101966321,8
roleMixin,1.846916195354761,11
situation,2.340887358062712,2
subkind,1.965554290319512,6
type,2.1784986018540997,4
