Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,1,0.008928571428571428,1,0.008928571428571428,0.0001149029070435482,0.0012755102040816326
category,526,4.696428571428571,78,0.6964285714285714,0.06043892910490636,0.09948979591836735
collective,103,0.9196428571428571,30,0.26785714285714285,0.011834999425485465,0.03826530612244898
datatype,74,0.6607142857142857,23,0.20535714285714285,0.008502815121222567,0.029336734693877552
enumeration,63,0.5625,8,0.07142857142857142,0.007238883143743537,0.01020408163265306
event,362,3.232142857142857,49,0.4375,0.04159485234976445,0.0625
historicalRole,23,0.20535714285714285,4,0.03571428571428571,0.0026427668620016085,0.00510204081632653
historicalRoleMixin,9,0.08035714285714286,3,0.026785714285714284,0.001034126163391934,0.003826530612244898
kind,1218,10.875,92,0.8214285714285714,0.1399517407790417,0.11734693877551021
mixin,82,0.7321428571428571,20,0.17857142857142858,0.009422038377570953,0.025510204081632654
mode,420,3.75,51,0.45535714285714285,0.048259220958290244,0.06505102040816327
phase,290,2.5892857142857144,36,0.32142857142857145,0.03332184304262898,0.04591836734693878
phaseMixin,20,0.17857142857142858,8,0.07142857142857142,0.002298058140870964,0.01020408163265306
quality,162,1.4464285714285714,37,0.33035714285714285,0.01861427094105481,0.047193877551020405
quantity,39,0.3482142857142857,10,0.08928571428571429,0.0044812133746983795,0.012755102040816327
relator,1162,10.375,85,0.7589285714285714,0.133517177984603,0.10841836734693877
role,1758,15.696428571428571,76,0.6785714285714286,0.20199931058255774,0.09693877551020408
roleMixin,519,4.633928571428571,49,0.4375,0.05963460875560152,0.0625
situation,73,0.6517857142857143,20,0.17857142857142858,0.008387912214179019,0.025510204081632654
subkind,1594,14.232142857142858,80,0.7142857142857143,0.18315523382741583,0.10204081632653061
type,205,1.8303571428571428,24,0.21428571428571427,0.023555095943927382,0.030612244897959183
