stereotype,total_correlation,rank
category,4.05099866884673,4
collective,3.268797009310347,9
event,3.1870698313194743,10
kind,3.41769707237218,6
mixin,4.127496284791594,3
mode,4.16140894768676,1
phase,3.1812610302754996,11
relator,2.9241704107270228,12
role,3.326204204113971,8
roleMixin,3.462918990268744,5
subkind,3.3426509606391224,7
type,4.142953348494994,2
none,2.263810633071288,13
other,1.874411260432879,14
