Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,0,0.0,0,0.0,0.0,0.0
category,7,2.3333333333333335,2,0.6666666666666666,0.07446808510638298,0.1
collective,1,0.3333333333333333,1,0.3333333333333333,0.010638297872340425,0.05
datatype,1,0.3333333333333333,1,0.3333333333333333,0.010638297872340425,0.05
enumeration,5,1.6666666666666667,1,0.3333333333333333,0.05319148936170213,0.05
event,3,1.0,1,0.3333333333333333,0.031914893617021274,0.05
historicalRole,0,0.0,0,0.0,0.0,0.0
historicalRoleMixin,0,0.0,0,0.0,0.0,0.0
kind,25,8.333333333333334,3,1.0,0.26595744680851063,0.15
mixin,1,0.3333333333333333,1,0.3333333333333333,0.010638297872340425,0.05
mode,3,1.0,1,0.3333333333333333,0.031914893617021274,0.05
phase,0,0.0,0,0.0,0.0,0.0
phaseMixin,0,0.0,0,0.0,0.0,0.0
quality,2,0.6666666666666666,1,0.3333333333333333,0.02127659574468085,0.05
quantity,6,2.0,1,0.3333333333333333,0.06382978723404255,0.05
relator,6,2.0,1,0.3333333333333333,0.06382978723404255,0.05
role,5,1.6666666666666667,2,0.6666666666666666,0.05319148936170213,0.1
roleMixin,0,0.0,0,0.0,0.0,0.0
situation,4,1.3333333333333333,1,0.3333333333333333,0.0425531914893617,0.05
subkind,23,7.666666666666667,2,0.6666666666666666,0.24468085106382978,0.1
type,0,0.0,0,0.0,0.0,0.0
none,0,0.0,0,0.0,0.0,0.0
other,2,0.6666666666666666,1,0.3333333333333333,0.02127659574468085,0.05
