year,category,period,predicted,a (quad),b (linear),intercept
2021,none (occurrence),2019-2024,25.423728808760643,20.107858230287093,-81319.79963861946,82217979.9154067
2022,none (occurrence),2019-2024,1.6949152648448944,20.107858230287093,-81319.79963861946,82217979.9154067
2023,none (occurrence),2019-2024,18.181818142533302,20.107858230287093,-81319.79963861946,82217979.9154067
2021,none (model-wise),2019-2024,20.00000000372529,5.833333329515881,-23591.666651228723,23852872.484392077
2022,none (model-wise),2019-2024,12.50000000372529,5.833333329515881,-23591.666651228723,23852872.484392077
2023,none (model-wise),2019-2024,16.66666666790843,5.833333329515881,-23591.666651228723,23852872.484392077
2021,other (occurrence),2019-2024,1.6949152536690235,0.8474576265639371,-3427.966099451719,3466530.5062067444
2022,other (occurrence),2019-2024,4.656612873077393e-10,0.8474576265639371,-3427.966099451719,3466530.5062067444
2023,other (occurrence),2019-2024,-4.656612873077393e-10,0.8474576265639371,-3427.966099451719,3466530.5062067444
2021,other (model-wise),2019-2024,9.999999985098839,4.999999996729457,-20224.999986765142,20452529.98661068
2022,other (model-wise),2019-2024,3.725290298461914e-09,4.999999996729457,-20224.999986765142,20452529.98661068
2023,other (model-wise),2019-2024,3.725290298461914e-09,4.999999996729457,-20224.999986765142,20452529.98661068
