Stereotype,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,none_c,other_c,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,formal,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,none_r,other_r
mode,0.030627534828654213,0.6884102460558038,0.2810414680750726,0.23081827355569912,0.15982451430080746,0.6732922371466471,0.1051793037038098,0.04911021783997446,0.8304492462162799,0.2489157750139802,1.9195374732418078,0.4287785760619765,0.09712766055868213,0.40999734536031207,0.1694206302097073,0.6722954715821028,0.7770525524516865,0.5809322375673468,0.19559518946575305,0.9532379140611263,0.5041020935792032,0.36645987705703503,0.21292005004110326,0.12761356556308057,0.9510497072482357,0.14401859571374792,0.5722837598442517,0.30846557902103694,0.26654107576752206,0.39440428362077395,0.3001168674398316,0.1711497952564655,0.3080082064128881,0.24072838277075548,0.5800320201392081,0.8432127623590411,0.3176078502174503,0.3899722013369783,0.06972381043582501,0.1311273882477575,0.13106923535784545,0.14153098185444685,0.10680734327935373,1.1670638502347765,0.22315868441856024
phase,0.006443121750906548,0.5016110015823462,0.2962803073340597,0.20161712235326112,0.15404398454314938,0.524554975877858,0.10434426144141606,0.019707137434368048,0.7334846863280013,0.17993972254114848,0.4287785760619765,1.501741030425094,0.104399927562049,0.32165834255748893,0.15723448206143753,0.5933570571095603,0.7141720723530413,0.43491158164662747,0.14578372890389907,0.8105801977551588,0.2664801121127498,0.19400676658977073,0.2009218594646877,0.10077420967248713,0.5034746881922797,0.11012378161385633,0.4479318199116676,0.2605180667355504,0.30865107458461144,0.19621859969766425,0.2167389550826098,0.16022261225621237,0.17116634030254207,0.13018753593549454,0.5392845290845748,0.7538140939020009,0.26803268940903635,0.3263973898145096,0.05541100805559033,0.11664009578296519,0.09842011390270641,0.17164174493540119,0.06033186708197072,0.896452129451893,0.1286613184340662
phaseMixin,0.03424802500195164,0.1209206060556424,0.03634375526057711,0.08083030548756602,0.04808273194162809,0.07686852389861318,0.004351615970069493,0.04820252243000542,0.11516341575188732,0.01659608962169326,0.09712766055868213,0.104399927562049,0.3003439480083165,0.08057095099927636,0.006391589036921913,0.07607530685526437,0.09228991592881144,0.13497904499372754,0.03583092154160671,0.12252918949172403,0.11513956972902342,0.03929680865304359,0.04083744003175956,0.03342062384173626,0.09813571569067386,0.0033570097877279326,0.09441287035601906,0.040522833684690625,0.025016299796655025,0.055377298091056605,0.0129628793992412,0.06364105175926904,0.1264448462189481,0.03387161830375415,0.09432782008082403,0.09076849652935881,0.016002871037364967,0.053283111983188136,0.01465500784090696,0.0028658089529067926,0.001895283798914113,0.029865050500873104,0.005875070586424613,0.14587950269804584,0.007968313401088764
quality,0.0284019815659126,0.5139288673520163,0.13705252636993545,0.16479050632502207,0.08890155510882283,0.4713305731747975,0.06663548420368362,0.044297614569949205,0.6636802235542895,0.14637202957257314,0.40999734536031207,0.32165834255748893,0.08057095099927636,1.4889975253684289,0.08825851538689483,0.49314104939009673,0.5203186777444655,0.3435684404915491,0.23322739552173571,0.8051397302424909,0.26112713273174804,0.23260418014868237,0.0966285272110016,0.16588254848376405,0.8062215776348436,0.10402231646589222,0.32411271833663113,0.17733380837896595,0.1449738505890133,0.21473873090311413,0.1475167571864028,0.19125978294235757,0.21543560316507826,0.2070090027742002,0.40279296700553907,0.5478360110142719,0.1771873229389052,0.3956158984362417,0.08050603596224831,0.026988134198162574,0.03551627987370894,0.053987375746129176,0.14444665964793107,0.7693839872607504,0.08514974452374857
quantity,0.0015591072725211902,0.1657219974728006,0.14604951999863258,0.09031435893478892,0.10770876875582056,0.18838756501984985,0.07580409277763281,0.029104117169093183,0.246547488603723,0.10968539355604748,0.1694206302097073,0.15723448206143753,0.006391589036921913,0.08825851538689483,0.4607410648531472,0.20872927277446615,0.2739560299747498,0.1419417255649276,0.10530131226958055,0.24249224265491134,0.12020199502121941,0.03583725859595507,0.07455090938092268,0.012349443603302257,0.22311076288241072,0.03430815981841797,0.18345466117439152,0.06469865591802434,0.16090713504986867,0.07279076372956084,0.11920925631814488,0.03323945096882927,0.06640903459721559,0.04119034698811001,0.17219767160364455,0.2793418122087746,0.10136637501780718,0.12067324400795351,0.0039454578925605804,0.07678635039744663,0.07543509728613618,0.005569384648541627,0.009751439337277415,0.2919344003233195,0.12922723948735731
relator,0.012954842834542346,0.7097773941258367,0.38650787754878113,0.26525205917697514,0.1832771301155899,0.648172149071077,0.1300990757494328,0.07454611300452463,1.0812242478547711,0.2733309569198328,0.6722954715821028,0.5933570571095603,0.07607530685526437,0.49314104939009673,0.20872927277446615,2.3708107874315814,0.8924697094854978,0.6314593386771727,0.22841614696211263,1.1322943316815903,0.4600247416078978,0.2716972618742386,0.25509380977309454,0.11515374282976418,0.7878595561770743,0.1386674637039375,0.7224900843962397,0.30670078056991745,0.5648674283993543,0.2796566415837858,0.37491038716282826,0.24734407603450803,0.2826855326783428,0.18220386652404819,0.8297526572370932,1.4225096536033437,0.3886646989226242,0.41199927859474317,0.06423763762369997,0.17134749665891102,0.13033069772040867,0.1482729846595974,0.10456751366780248,1.31992750028819,0.2606649172284677
role,0.018335944505170232,0.7813022923763345,0.4022674436710289,0.27865885933665746,0.2119417130015569,0.7298905126703055,0.15981954232891527,0.0713360826854797,1.2271639172374422,0.3152640076307117,0.7770525524516865,0.7141720723530413,0.09228991592881144,0.5203186777444655,0.2739560299747498,0.8924697094854978,2.4949104388540673,0.6424094637219652,0.2976429540869682,1.164520389035818,0.4789656937581879,0.41127005478682127,0.32902566441475367,0.14098479324716867,0.8665661265570046,0.12183956957315985,0.6532474486674505,0.29638019691271766,0.48370085709048777,0.3620558177859427,0.39064468122835494,0.19870847263264663,0.23372930004836406,0.22324425150980637,0.7357927094757232,1.069277517080054,0.43239315212512164,0.44422458201188364,0.08170487863222478,0.17997538628377655,0.14746110836110313,0.13989437822713222,0.1134041028271845,1.4343281229488618,0.28317585446683335
roleMixin,0.03852395508679881,0.6231289355646235,0.23656888929884398,0.18933061925775613,0.14709922715598603,0.7281479230677499,0.1416266012027983,0.11791945293136818,0.6841528717120358,0.20999513954214433,0.5809322375673468,0.43491158164662747,0.13497904499372754,0.3435684404915491,0.1419417255649276,0.6314593386771727,0.6424094637219652,1.7934837173976674,0.3173187312771714,0.7329255760920768,0.5943103796535188,0.30257799134799573,0.20721881665327135,0.2242994558090054,0.6731226584026687,0.06679986100889293,0.44439938537002666,0.29439065382261315,0.3155376865382703,0.37995407611340626,0.38841416310076277,0.31029820994074975,0.4097667111996296,0.33105934512682333,0.471398536211473,0.7412283705026486,0.22839378791562093,0.4863177846111938,0.08889574747182039,0.15502323312941277,0.12675740754315362,0.10254005169786737,0.19667696874067714,1.1130083700485514,0.2840536338310438
situation,0.016470162419328763,0.3282115325841334,0.055408519400721015,0.0944165329293851,0.06228561763379378,0.5338922225044109,0.09843479481569575,0.040591502263475514,0.31965150783054025,0.0541609439113206,0.19559518946575305,0.14578372890389907,0.03583092154160671,0.23322739552173571,0.10530131226958055,0.22841614696211263,0.2976429540869682,0.3173187312771714,0.8228721069817104,0.3560595103205147,0.20569414361357,0.1116870796759358,0.18856574736873485,0.3362154670802321,0.3649864873193249,0.07749354751127605,0.13923084459075613,0.0977338302622896,0.1401124423369803,0.1626928068210322,0.0860403644603771,0.14782116285931587,0.13810779106993662,0.15231458191583175,0.2728150412317389,0.27215759936571876,0.06719769740127216,0.30296904441399597,0.049070196248040446,0.009209328555849786,0.006086853341359083,0.05586501718347601,0.25532677085279853,0.4716757835321329,0.13896734315489093
subkind,0.02720632681196712,1.0792475641403234,0.5312070802847895,0.4167587655299584,0.2271713597503523,0.9584995126755258,0.18292232631594807,0.10757368139833243,1.4459535644556403,0.3371615266113097,0.9532379140611263,0.8105801977551588,0.12252918949172403,0.8051397302424909,0.24249224265491134,1.1322943316815903,1.164520389035818,0.7329255760920768,0.3560595103205147,2.881300709139704,0.5804242379328539,0.4379595004882148,0.32249078307682155,0.2653014175199439,1.1045225970292156,0.20683538154208972,0.8324565214181159,0.377145378051592,0.4840448746411945,0.4666329322085557,0.385466492208819,0.31430842192663644,0.3932916723886241,0.33603035540760917,0.9370206479141926,1.2736075141939505,0.4921940802261454,0.6040866050497294,0.1139734733348515,0.1955716882524234,0.16627322954674933,0.1539769447668693,0.1844719152407513,1.755420150324222,0.2713497452665282
type,0.039542372530288486,0.5462839358231394,0.23120706130516827,0.15077474948629677,0.13685093411289428,0.6160221614447844,0.1340457496341169,0.16673513265166454,0.5170017513800387,0.21535481875191537,0.5041020935792032,0.2664801121127498,0.11513956972902342,0.26112713273174804,0.12020199502121941,0.4600247416078978,0.4789656937581879,0.5943103796535188,0.20569414361357,0.5804242379328539,1.1967987964293147,0.2203931395841459,0.13588592920234865,0.1775190510644668,0.5539838883365978,0.04893126999906205,0.3517131010007704,0.2865436649489332,0.15296663100530822,0.3668740310090717,0.254588006386849,0.33877315724480656,0.6586825633681734,0.43071525858254633,0.31828382332612354,0.5515717888844717,0.22988232710569878,0.47230466255551706,0.0903760069869386,0.12841308969714335,0.12424276147450652,0.11298073011534682,0.1699785377478821,0.767697628558315,0.13811796297695994
none_c,0.02078748676417122,0.3373330043843363,0.09818789419803861,0.09465243912968979,0.014188557879579795,0.38559387973211356,0.03813092317275826,0.022197599200700906,0.43797400203006964,0.12079375168378398,0.36645987705703503,0.19400676658977073,0.03929680865304359,0.23260418014868237,0.03583725859595507,0.2716972618742386,0.41127005478682127,0.30257799134799573,0.1116870796759358,0.4379595004882148,0.2203931395841459,0.8412488390356452,0.09562266597837432,0.07466617034857795,0.30697237220333834,0.06610917592517424,0.20806157595825794,0.10733866925241173,0.14954478682178046,0.12106911761052129,0.12424314475861442,0.07551454402934327,0.08170411948938283,0.06266628462806,0.2850694696303056,0.3136823450727474,0.1276939885539612,0.16293596647323597,0.032647012293698506,0.06619452688279547,0.06363959224473698,0.02749670174792146,0.02460176339357506,0.6302277061432271,0.13100096546377782
other_c,0.002073275659974165,0.24361117311167158,0.07519584658530298,0.07572897732342859,0.010720602633283914,0.29399366573071006,0.052294964507865575,0.006323700316387994,0.30953848712054904,0.10019900672510307,0.21292005004110326,0.2009218594646877,0.04083744003175956,0.0966285272110016,0.07455090938092268,0.25509380977309454,0.32902566441475367,0.20721881665327135,0.18856574736873485,0.32249078307682155,0.13588592920234865,0.09562266597837432,0.6818210956273354,0.03135923468877421,0.20005764330837433,0.007408802798837433,0.14198921467842246,0.03000117990567598,0.1612603328343866,0.05477887816042494,0.10571809546110297,0.026157026400315676,0.026157026400315704,0.022425374071975937,0.17993795542740412,0.2403993763208784,0.10083048139473012,0.06219707264657114,0.005247747737692203,0.038795262326789155,0.026363958757549003,0.007408802798837426,0.028116674397700388,0.4855953791351083,0.21667976998043553
bringsAbout,0.017770785405535477,0.24572586541432734,0.03819294531868796,0.07015876191219261,0.061136328841750534,0.3082265726984466,0.023894282173615562,0.046030721165655514,0.18744225115872037,0.029784285575265766,0.12761356556308057,0.10077420967248713,0.03342062384173626,0.16588254848376405,0.012349443603302257,0.11515374282976418,0.14098479324716867,0.2242994558090054,0.3362154670802321,0.2653014175199439,0.1775190510644668,0.07466617034857795,0.03135923468877421,0.5078517230609153,0.2605211826861718,0.07302996271362182,0.12146494708594058,0.08053951650654692,0.049106318395189835,0.11034411684566922,0.05633314837278973,0.1302204739678721,0.11656310807768513,0.16118892530391946,0.17062235444875376,0.1728198529453872,0.03882753614706866,0.2978979336762012,0.034798867648447904,0.005532044897400973,0.0036576791042224888,0.07696415928328007,0.224278729381583,0.3026645727472966,0.015402443234608904
characterization,0.041109279265854705,0.8364662869126847,0.3629336365889296,0.2659670930636246,0.16944706791423048,0.8015552788829868,0.1224857466492513,0.08078022423800438,1.0054775911427296,0.2643785264291314,0.9510497072482357,0.5034746881922797,0.09813571569067386,0.8062215776348436,0.22311076288241072,0.7878595561770743,0.8665661265570046,0.6731226584026687,0.3649864873193249,1.1045225970292156,0.5539838883365978,0.30697237220333834,0.20005764330837433,0.2605211826861718,2.2854637137287646,0.15119903291393583,0.6247828146963201,0.36324615580174696,0.3568371074797284,0.4888384924293432,0.3277790054746695,0.3832639549084772,0.3991279321923819,0.38988527599369555,0.7428441970145334,0.9885687089663271,0.36113603293286706,0.6155240934556868,0.09569374663332134,0.11111482130176695,0.11818092821169013,0.1325601941017939,0.24875812844674838,1.2945651490900993,0.2716506328907824
comparative,0.019830411541650113,0.13306182792276897,0.04711274094723946,0.1221873859131174,0.04752322133937753,0.15673389617692632,0.04494187770383716,0.017328757930847025,0.16296276587543376,0.07671154892963974,0.14401859571374792,0.11012378161385633,0.0033570097877279326,0.10402231646589222,0.03430815981841797,0.1386674637039375,0.12183956957315985,0.06679986100889293,0.07749354751127605,0.20683538154208972,0.04893126999906205,0.06610917592517424,0.007408802798837433,0.07302996271362182,0.15119903291393583,0.2838276459518999,0.15186158886658466,0.09101039039975478,0.06778739300931716,0.040943839637111554,0.011292582324500658,0.0479783569574358,0.021427398254017065,0.0581947824031959,0.1907829509929142,0.15377479905854238,0.08558721827515961,0.11103192830171163,0.002072902354148573,0.0024974656482054797,0.0016517373865313212,0.07953199366771888,0.027955528338175682,0.13992109106608752,0.006942884537108687
componentOf,0.015576920497481911,0.5465758573123412,0.3615451462728378,0.30314209169142514,0.17333808309224288,0.44100960896118,0.039790015115689754,0.0632203786338571,0.8297652612413468,0.2322761790746294,0.5722837598442517,0.4479318199116676,0.09441287035601906,0.32411271833663113,0.18345466117439152,0.7224900843962397,0.6532474486674505,0.44439938537002666,0.13923084459075613,0.8324565214181159,0.3517131010007704,0.20806157595825794,0.14198921467842246,0.12146494708594058,0.6247828146963201,0.15186158886658466,1.5607822578920025,0.2009677304828264,0.34443974705358404,0.18552588603065356,0.28233675406907605,0.19571186199513702,0.21724935857128036,0.14661496491380482,0.6575830895133012,0.7401180624485462,0.35779284205206524,0.2974660217039009,0.0361712088011579,0.16054087745800863,0.11735255911356213,0.1104346411825077,0.06345719316518852,0.8643591608200384,0.20720404165638717
creation,0.04487019346200808,0.26928317115362177,0.11836001044250097,0.11542209786497441,0.06789762102263941,0.5813606476029111,0.2225031770959982,0.13559995958379575,0.3775447021231684,0.03222616537415417,0.30846557902103694,0.2605180667355504,0.040522833684690625,0.17733380837896595,0.06469865591802434,0.30670078056991745,0.29638019691271766,0.29439065382261315,0.0977338302622896,0.377145378051592,0.2865436649489332,0.10733866925241173,0.03000117990567598,0.08053951650654692,0.36324615580174696,0.09101039039975478,0.2009677304828264,0.8664063355105528,0.13300917442691101,0.24993031198550203,0.06394654477990622,0.2505351780150167,0.2586633524974428,0.2799090800679503,0.2346948724495244,0.42827560849348956,0.12896619178006083,0.5665773498377596,0.0852617482188763,0.05296163254888033,0.024276430436932755,0.20822646119374938,0.03793014937503043,0.536056543807139,0.05508594968887668
derivation,0.005428924390397903,0.32502094056118536,0.21995227262774292,0.10684134505720366,0.08190875820231636,0.27671458731822357,0.0913570637333696,0.016593440097354244,0.5447218601459167,0.13149293596925543,0.26654107576752206,0.30865107458461144,0.025016299796655025,0.1449738505890133,0.16090713504986867,0.5648674283993543,0.48370085709048777,0.3155376865382703,0.1401124423369803,0.4840448746411945,0.15296663100530822,0.14954478682178046,0.1612603328343866,0.049106318395189835,0.3568371074797284,0.06778739300931716,0.34443974705358404,0.13300917442691101,1.1282175383024171,0.07495088811898246,0.24234204155579447,0.06940717062312296,0.06276823354513872,0.049126806884704374,0.6274258751793359,0.6372917114332384,0.22315061297144895,0.126915478757599,0.013762760019636923,0.12816702576886804,0.08557711566983373,0.04740838165714837,0.04599245407220571,0.61465066127814,0.21719093907894638
externalDependence,0.03563701225543087,0.2923417689013882,0.12966790885262586,0.10499691271790514,0.06318744641326816,0.464364414113983,0.15818780216416267,0.0836921008924924,0.36340994561195794,0.05725876818239493,0.39440428362077395,0.19621859969766425,0.055377298091056605,0.21473873090311413,0.07279076372956084,0.2796566415837858,0.3620558177859427,0.37995407611340626,0.1626928068210322,0.4666329322085557,0.3668740310090717,0.12106911761052129,0.05477887816042494,0.11034411684566922,0.4888384924293432,0.040943839637111554,0.18552588603065356,0.24993031198550203,0.07495088811898246,0.9754516264561719,0.1524594105186786,0.23582667653476863,0.3663293196071698,0.32198960265278614,0.17773296852444517,0.4464339097252982,0.13750460042228296,0.4063536524491352,0.09251687707906142,0.024184806368894612,0.020472527084895734,0.15052714504023876,0.11636072942602943,0.5944939335587962,0.056618780454654426
formal,0.003157565117336718,0.35453685103837507,0.2374268546407901,0.10983043146378804,0.06973641201324485,0.2607275390969977,0.02600529604168763,0.06362025143023636,0.38061871273659276,0.2132684929242982,0.3001168674398316,0.2167389550826098,0.0129628793992412,0.1475167571864028,0.11920925631814488,0.37491038716282826,0.39064468122835494,0.38841416310076277,0.0860403644603771,0.385466492208819,0.254588006386849,0.12424314475861442,0.10571809546110297,0.05633314837278973,0.3277790054746695,0.011292582324500658,0.28233675406907605,0.06394654477990622,0.24234204155579447,0.1524594105186786,0.8953854496991063,0.09824393265156076,0.10487042637698304,0.13140845290683795,0.29796039532089635,0.44003353176549315,0.2585929613912247,0.16156894351700296,0.007996041579089723,0.136844648950198,0.08096775170060984,0.011292582324500623,0.04843454695785399,0.4513589190796456,0.18388440399256128
historicalDependence,0.04317418239088778,0.24295708182490242,0.1011393170030642,0.13861079540323795,0.032641056936638164,0.4495963109706062,0.09211261356322797,0.12729455518404492,0.27435447209962144,0.0501814866709194,0.1711497952564655,0.16022261225621237,0.06364105175926904,0.19125978294235757,0.03323945096882927,0.24734407603450803,0.19870847263264663,0.31029820994074975,0.14782116285931587,0.31430842192663644,0.33877315724480656,0.07551454402934327,0.026157026400315676,0.1302204739678721,0.3832639549084772,0.0479783569574358,0.19571186199513702,0.2505351780150167,0.06940717062312296,0.23582667653476863,0.09824393265156076,0.7422867658170171,0.32029134050438207,0.30463362810897054,0.1918845339761106,0.32335763194104356,0.09808437913244965,0.504011258395298,0.08698342220447158,0.05604848504699632,0.027578121946284805,0.09891913742497271,0.1367644773831334,0.42308447709795394,0.02450340585240894
instantiation,0.046769979471148714,0.322395210390921,0.13479800990812418,0.1517009545178927,0.07010404948650303,0.44044293034840665,0.0994297861570198,0.14103906905033642,0.3470766851607777,0.03978135351849367,0.3080082064128881,0.17116634030254207,0.1264448462189481,0.21543560316507826,0.06640903459721559,0.2826855326783428,0.23372930004836406,0.4097667111996296,0.13810779106993662,0.3932916723886241,0.6586825633681734,0.08170411948938283,0.026157026400315704,0.11656310807768513,0.3991279321923819,0.021427398254017065,0.21724935857128036,0.2586633524974428,0.06276823354513872,0.3663293196071698,0.10487042637698304,0.32029134050438207,0.8197042856714963,0.3986993029670344,0.1634175260080315,0.3510697452150444,0.1159541877426387,0.4619756951213122,0.07909152341855796,0.02647995290693258,0.023643925376626566,0.09157120645890401,0.12930417032868452,0.5128250488346556,0.02898376176968684
