Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
bringsAbout,30,0.18292682926829268,12,0.07317073170731707,0.0035026269702276708,0.015189873417721518
characterization,591,3.6036585365853657,79,0.4817073170731707,0.06900175131348511,0.1
comparative,38,0.23170731707317074,7,0.042682926829268296,0.00443666082895505,0.008860759493670886
componentOf,688,4.195121951219512,65,0.39634146341463417,0.08032691185055459,0.08227848101265822
creation,60,0.36585365853658536,18,0.10975609756097561,0.0070052539404553416,0.02278481012658228
derivation,291,1.774390243902439,61,0.3719512195121951,0.033975481611208405,0.07721518987341772
externalDependence,77,0.4695121951219512,22,0.13414634146341464,0.008990075890251022,0.027848101265822784
historicalDependence,44,0.2682926829268293,16,0.0975609756097561,0.0051371862230005835,0.020253164556962026
instantiation,69,0.42073170731707316,17,0.10365853658536585,0.008056042031523642,0.021518987341772152
manifestation,34,0.2073170731707317,12,0.07317073170731707,0.00396964389959136,0.015189873417721518
material,746,4.548780487804878,83,0.5060975609756098,0.08709865732632809,0.10506329113924051
mediation,2433,14.835365853658537,116,0.7073170731707317,0.2840630472854641,0.1468354430379747
memberOf,255,1.5548780487804879,49,0.29878048780487804,0.0297723292469352,0.0620253164556962
participation,211,1.2865853658536586,29,0.17682926829268292,0.024635143023934616,0.03670886075949367
participational,17,0.10365853658536585,4,0.024390243902439025,0.00198482194979568,0.005063291139240506
subCollectionOf,41,0.25,11,0.06707317073170732,0.004786923525977817,0.013924050632911392
subQuantityOf,14,0.08536585365853659,4,0.024390243902439025,0.0016345592527729131,0.005063291139240506
termination,5,0.03048780487804878,3,0.018292682926829267,0.0005837711617046118,0.0037974683544303796
triggers,16,0.0975609756097561,10,0.06097560975609756,0.0018680677174547577,0.012658227848101266
none,2295,13.99390243902439,117,0.7134146341463414,0.2679509632224168,0.14810126582278482
other,610,3.7195121951219514,55,0.3353658536585366,0.07122008172796264,0.06962025316455696
