year,num_models,ratio
2005,1,0.009433962264150943
2007,1,0.009433962264150943
2011,1,0.009433962264150943
2012,2,0.018867924528301886
2013,2,0.018867924528301886
2014,2,0.018867924528301886
2015,3,0.02830188679245283
2016,3,0.02830188679245283
2017,8,0.07547169811320754
2018,10,0.09433962264150944
2019,7,0.0660377358490566
2020,16,0.1509433962264151
2021,16,0.1509433962264151
2022,15,0.14150943396226415
2023,13,0.12264150943396226
2024,6,0.05660377358490566
