year,category,period,predicted,a (quad),b (linear),intercept
2015,none (occurrence),2015-2018,1.1605019278358668,0.22963995743862142,-926.4331997240305,934374.1617546227
2016,none (occurrence),2015-2018,0.40597063896711916,0.22963995743862142,-926.4331997240305,934374.1617546227
2017,none (occurrence),2015-2018,0.11071926495060325,0.22963995743862142,-926.4331997240305,934374.1617546227
2018,none (occurrence),2015-2018,0.27474780566990376,0.22963995743862142,-926.4331997240305,934374.1617546227
2015,none (model-wise),2015-2018,0.11617900163400918,-0.021514630018899084,86.7771087182181,-87501.51921972333
2016,none (model-wise),2015-2018,0.16781411365082022,-0.021514630018899084,86.7771087182181,-87501.51921972333
2017,none (model-wise),2015-2018,0.17641996566089801,-0.021514630018899084,86.7771087182181,-87501.51921972333
2018,none (model-wise),2015-2018,0.1419965576060349,-0.021514630018899084,86.7771087182181,-87501.51921972333
2019,none (occurrence),2019-2024,0.1936122599290684,-0.027679816275650637,111.86895872021087,-113030.31049061831
2020,none (occurrence),2019-2024,0.2637930427881656,-0.027679816275650637,111.86895872021087,-113030.31049061831
2021,none (occurrence),2019-2024,0.27861419308464974,-0.027679816275650637,111.86895872021087,-113030.31049061831
2022,none (occurrence),2019-2024,0.23807571084762458,-0.027679816275650637,111.86895872021087,-113030.31049061831
2023,none (occurrence),2019-2024,0.1421775960479863,-0.027679816275650637,111.86895872021087,-113030.31049061831
2024,none (occurrence),2019-2024,-0.00908015129971318,-0.027679816275650637,111.86895872021087,-113030.31049061831
2019,none (model-wise),2019-2024,0.030735185224330053,-0.046102778475699324,186.4058274516613,-188421.76671973878
2020,none (model-wise),2019-2024,0.22744037353550084,-0.046102778475699324,186.4058274516613,-188421.76671973878
2021,none (model-wise),2019-2024,0.33194000492221676,-0.046102778475699324,186.4058274516613,-188421.76671973878
2022,none (model-wise),2019-2024,0.34423407932627015,-0.046102778475699324,186.4058274516613,-188421.76671973878
2023,none (model-wise),2019-2024,0.26432259680586867,-0.046102778475699324,186.4058274516613,-188421.76671973878
2024,none (model-wise),2019-2024,0.092205557244597,-0.046102778475699324,186.4058274516613,-188421.76671973878
2015,other (occurrence),2015-2018,0.10087755267159082,-0.012302140603836165,49.6210941968994,-50036.94509598892
2016,other (occurrence),2015-2018,0.13204297551419586,-0.012302140603836165,49.6210941968994,-50036.94509598892
2017,other (occurrence),2015-2018,0.1386041171499528,-0.012302140603836165,49.6210941968994,-50036.94509598892
2018,other (occurrence),2015-2018,0.12056097755703377,-0.012302140603836165,49.6210941968994,-50036.94509598892
2015,other (model-wise),2015-2018,0.1635111876821611,0.04302925992809037,-173.5025818821038,174899.38911209616
2016,other (model-wise),2015-2018,0.11187607570900582,0.04302925992809037,-173.5025818821038,174899.38911209616
2017,other (model-wise),2015-2018,0.14629948363290168,0.04302925992809037,-173.5025818821038,174899.38911209616
2018,other (model-wise),2015-2018,0.2667814113665372,0.04302925992809037,-173.5025818821038,174899.38911209616
2019,other (occurrence),2019-2024,0.08933697319662315,-0.0019039027085208104,7.681075796455086,-7747.007947261022
2020,other (occurrence),2019-2024,0.08054972993613774,-0.0019039027085208104,7.681075796455086,-7747.007947261022
2021,other (occurrence),2019-2024,0.06795468125801563,-0.0019039027085208104,7.681075796455086,-7747.007947261022
2022,other (occurrence),2019-2024,0.0515518271640758,-0.0019039027085208104,7.681075796455086,-7747.007947261022
2023,other (occurrence),2019-2024,0.031341167651589785,-0.0019039027085208104,7.681075796455086,-7747.007947261022
2024,other (occurrence),2019-2024,0.007322702723286056,-0.0019039027085208104,7.681075796455086,-7747.007947261022
2019,other (model-wise),2019-2024,0.132161298286519,-0.023051389234126418,93.16480208049148,-94133.81916940123
2020,other (model-wise),2019-2024,0.19240226213878486,-0.023051389234126418,93.16480208049148,-94133.81916940123
2021,other (model-wise),2019-2024,0.20654044751427136,-0.023051389234126418,93.16480208049148,-94133.81916940123
2022,other (model-wise),2019-2024,0.17457585442753043,-0.023051389234126418,93.16480208049148,-94133.81916940123
2023,other (model-wise),2019-2024,0.09650848287856206,-0.023051389234126418,93.16480208049148,-94133.81916940123
2024,other (model-wise),2019-2024,-0.027661667147185653,-0.023051389234126418,93.16480208049148,-94133.81916940123
