Percentage,Top k Stereotypes,Coverage
10.0,2,0.4137466307277628
20.0,4,0.5754716981132075
30.0,6,0.706199460916442
40.0,8,0.8151392632524708
50.0,10,0.9115004492362982
60.0,12,0.9456424079065588
70.0,14,0.9734950584007188
80.0,16,0.9871967654986523
90.0,18,0.9952830188679245
100.0,21,1.0
