Stereotype,bringsAbout,characterization,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation
bringsAbout,1.0,0.23175382234803943,0.08628240251262974,0.1421259827540066,0.002250925919054285,0.12693538080239997,0.2850413841105933,0.18089231263346633,0.27481491035408284,0.18638721501634745,0.18017932359773198,0.042396560475613916,0.46256981545670217
characterization,0.23175382234803943,1.0,0.2978056797160526,0.11084457960847881,0.012834137335335996,0.2853543617566338,0.1602432140113485,0.24562067496352735,0.24696116451049965,0.2658219118937189,0.24903672156875478,0.17184762274629764,0.26383251973678307
componentOf,0.08628240251262974,0.2978056797160526,1.0,0.10151192934992796,0.02941528072151252,0.01234768663729917,0.1468042801498583,0.24483393871290424,0.18407324333446648,0.33368710328906076,0.2517269631045322,0.3897720478738082,0.0762586971893893
creation,0.1421259827540066,0.11084457960847881,0.10151192934992796,1.0,0.04491185371853128,0.19174453010765605,0.3589814196697277,0.32528966001689785,0.31041276925044065,0.024915855988286127,0.1580475245931361,0.2716467505108809,0.6955988464659634
derivation,0.002250925919054285,0.012834137335335996,0.02941528072151252,0.04491185371853128,1.0,0.16437474773458027,0.13996244831458435,0.1856377125841906,0.22122263911238207,0.46297520162120337,0.4185671620419534,0.24439523665454435,0.03710860765118875
externalDependence,0.12693538080239997,0.2853543617566338,0.01234768663729917,0.19174453010765605,0.16437474773458027,1.0,0.3376849857606792,0.5155192966732647,0.3857891263860088,0.25354115827908863,0.006335969934762666,0.11374766517232132,0.23232466660196993
historicalDependence,0.2850413841105933,0.1602432140113485,0.1468042801498583,0.3589814196697277,0.13996244831458435,0.3376849857606792,1.0,0.500890143685499,0.4602591657161651,0.03733173395958944,0.06647146689949938,0.1889527186036147,0.5143848149290513
instantiation,0.18089231263346633,0.24562067496352735,0.24483393871290424,0.32528966001689785,0.1856377125841906,0.5155192966732647,0.500890143685499,1.0,0.7121982911745093,0.10824353091611259,0.06574438504651722,0.10366811420009192,0.3993195016075755
manifestation,0.27481491035408284,0.24696116451049965,0.18407324333446648,0.31041276925044065,0.22122263911238207,0.3857891263860088,0.4602591657161651,0.7121982911745093,1.0,0.1231111149221261,0.07443744219898112,0.017897756312739415,0.4395295089696552
material,0.18638721501634745,0.2658219118937189,0.33368710328906076,0.024915855988286127,0.46297520162120337,0.25354115827908863,0.03733173395958944,0.10824353091611259,0.1231111149221261,1.0,0.43156549753303763,0.34068906266731264,0.02537438086790988
mediation,0.18017932359773198,0.24903672156875478,0.2517269631045322,0.1580475245931361,0.4185671620419534,0.006335969934762666,0.06647146689949938,0.06574438504651722,0.07443744219898112,0.43156549753303763,1.0,0.416374398810689,0.048443907824538106
memberOf,0.042396560475613916,0.17184762274629764,0.3897720478738082,0.2716467505108809,0.24439523665454435,0.11374766517232132,0.1889527186036147,0.10366811420009192,0.017897756312739415,0.34068906266731264,0.416374398810689,1.0,0.2384178652086402
participation,0.46256981545670217,0.26383251973678307,0.0762586971893893,0.6955988464659634,0.03710860765118875,0.23232466660196993,0.5143848149290513,0.3993195016075755,0.4395295089696552,0.02537438086790988,0.048443907824538106,0.2384178652086402,1.0
