Stereotype,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers
bringsAbout,0.6209041531854318,0.29028194169708643,0.09499585953771629,0.15939568598176845,0.09891964087419941,0.068795991258955,0.1367661409509393,0.14273498926026457,0.1390162585246708,0.19231209539675403,0.2467233960863337,0.22608439230976324,0.057450639458197235,0.35121044448498906,0.04266969869772812,0.003395270055007879,0.003395270055007879,0.10050373473523781,0.26728410592277696
characterization,0.29028194169708643,2.36774242249677,0.17188504626448034,0.6743910244787796,0.49144354154633285,0.3381620124312033,0.5719317653477765,0.4209631869550051,0.46885673837708447,0.468916070442379,0.8178250880754171,1.0085350185917867,0.3826565773061323,0.7322992179648193,0.12326661818037915,0.05201213462028239,0.08046863202236482,0.14083526183506395,0.2777127289405832
comparative,0.09499585953771629,0.17188504626448034,0.31404032557775385,0.1856642417134613,0.11810813547849693,0.09062508380427503,0.054322430429134726,0.056248696081415535,0.027613859290880567,0.07508987126718386,0.226543416531577,0.16467383916662498,0.08808422634318572,0.1400696258215167,0.00353061651584647,0.0013886447956515044,0.0013886447956515044,0.10400098242407936,0.03604283983946831
componentOf,0.15939568598176845,0.6743910244787796,0.1856642417134613,1.4257470351996144,0.26618118070635344,0.2758178251534734,0.23597210880720018,0.22277636146093951,0.35869876206354023,0.22397209912950658,0.6443291203457121,0.717839389515576,0.3671066811974437,0.37663361388744754,0.04869030160993239,0.09036357601165844,0.07577100378934379,0.10367616286271741,0.07959920878112964
creation,0.09891964087419941,0.49144354154633285,0.11810813547849693,0.26618118070635344,1.0730681486348932,0.186410703179471,0.3092003394233852,0.2701200065295783,0.31075612327004254,0.37645942412592703,0.3069638974054167,0.5251698829553642,0.21044888053547284,0.6866338621559331,0.11028833834799959,0.07292282900462044,0.04142832850178882,0.22829911433617994,0.05096800853098784
derivation,0.068795991258955,0.3381620124312033,0.09062508380427503,0.2758178251534734,0.186410703179471,1.071597058603579,0.09790226336504643,0.08922050015015606,0.08752310933577956,0.06433565909748731,0.5683799845826751,0.6149610979399953,0.18629234718388885,0.16581848141698635,0.020641426973022174,0.047722129152434616,0.047722129152434616,0.06234892054559393,0.05500082910177135
externalDependence,0.1367661409509393,0.5719317653477765,0.054322430429134726,0.23597210880720018,0.3092003394233852,0.09790226336504643,1.131743743174016,0.2530440444580259,0.44267745656801005,0.4053195710352054,0.20976871832211738,0.542037994597236,0.19801154256068207,0.44894549337486983,0.11559861419859538,0.035191806261720346,0.035191806261720346,0.16576797962257694,0.1415680309476497
historicalDependence,0.14273498926026457,0.4209631869550051,0.056248696081415535,0.22277636146093951,0.2701200065295783,0.08922050015015606,0.2530440444580259,0.8567113299701377,0.3509004930058364,0.36474401309147003,0.21837096255465738,0.3637384970496923,0.13426684266264186,0.5663926869479498,0.11336379766755476,0.078430704202142,0.04634715562529124,0.07775151312845467,0.1546527318838958
instantiation,0.1390162585246708,0.46885673837708447,0.027613859290880567,0.35869876206354023,0.31075612327004254,0.08752310933577956,0.44267745656801005,0.3509004930058364,0.9950096492535847,0.5029177300660792,0.2093806084977295,0.4350808401494082,0.16655504964938642,0.5240013330255373,0.1010511378422208,0.040839280427769666,0.040839280427769666,0.08829350423834148,0.15939016804638023
manifestation,0.19231209539675403,0.468916070442379,0.07508987126718386,0.22397209912950658,0.37645942412592703,0.06433565909748731,0.4053195710352054,0.36474401309147003,0.5029177300660792,0.8729445051716165,0.16337661874703763,0.3448605409248654,0.07991157225211509,0.5360288230940878,0.0474749323667148,0.004754051306799775,0.004754051306799775,0.15734876378407456,0.1703470883588516
material,0.2467233960863337,0.8178250880754171,0.226543416531577,0.6443291203457121,0.3069638974054167,0.5683799845826751,0.20976871832211738,0.21837096255465738,0.2093806084977295,0.16337661874703763,1.7338908516123601,0.9658227409270331,0.39889965284713824,0.44123045184819093,0.04779920205059047,0.06906072226411966,0.0836532944864343,0.1562063964945336,0.14935095325963854
mediation,0.22608439230976324,1.0085350185917867,0.16467383916662498,0.717839389515576,0.5251698829553642,0.6149610979399953,0.542037994597236,0.3637384970496923,0.4350808401494082,0.3448605409248654,0.9658227409270331,2.4168395399893075,0.5844109237485581,0.6904873664328695,0.17745541502859452,0.11670054567156396,0.11670054567156396,0.20332062937990275,0.15458091137336
memberOf,0.057450639458197235,0.3826565773061323,0.08808422634318572,0.3671066811974437,0.21044888053547284,0.18629234718388885,0.19801154256068207,0.13426684266264186,0.16655504964938642,0.07991157225211509,0.39889965284713824,0.5844109237485581,0.8596018905877137,0.2676122029587814,0.0681483908109227,0.08824404826948126,0.08824404826948126,0.09359210154070727,0.04066943171461531
participation,0.35121044448498906,0.7322992179648193,0.1400696258215167,0.37663361388744754,0.6866338621559331,0.16581848141698635,0.44894549337486983,0.5663926869479498,0.5240013330255373,0.5360288230940878,0.44123045184819093,0.6904873664328695,0.2676122029587814,1.5365060614933077,0.22078462285554587,0.09660009825172813,0.08648144853452364,0.2172833639411356,0.2353081917221444
participational,0.04266969869772812,0.12326661818037915,0.00353061651584647,0.04869030160993239,0.11028833834799959,0.020641426973022174,0.11559861419859538,0.11336379766755476,0.1010511378422208,0.0474749323667148,0.04779920205059047,0.17745541502859452,0.0681483908109227,0.22078462285554587,0.25620628954024416,0.05886650963405386,0.05886650963405386,0.04065907118904812,0.05682105977636428
subCollectionOf,0.003395270055007879,0.05201213462028239,0.0013886447956515044,0.09036357601165844,0.07292282900462044,0.047722129152434616,0.035191806261720346,0.078430704202142,0.040839280427769666,0.004754051306799775,0.06906072226411966,0.11670054567156396,0.08824404826948126,0.09660009825172813,0.05886650963405386,0.11670054567156357,0.058519453305867664,0.0013886447956514836,0.00262020012241046
subQuantityOf,0.003395270055007879,0.08046863202236482,0.0013886447956515044,0.07577100378934379,0.04142832850178882,0.047722129152434616,0.035191806261720346,0.04634715562529124,0.040839280427769666,0.004754051306799775,0.0836532944864343,0.11670054567156396,0.08824404826948126,0.08648144853452364,0.05886650963405386,0.058519453305867664,0.11670054567156357,0.0013886447956514836,0.00262020012241046
termination,0.10050373473523781,0.14083526183506395,0.10400098242407936,0.10367616286271741,0.22829911433617994,0.06234892054559393,0.16576797962257694,0.07775151312845467,0.08829350423834148,0.15734876378407456,0.1562063964945336,0.20332062937990275,0.09359210154070727,0.2172833639411356,0.04065907118904812,0.0013886447956514836,0.0013886447956514836,0.33414077299759004,0.021450267617153664
triggers,0.26728410592277696,0.2777127289405832,0.03604283983946831,0.07959920878112964,0.05096800853098784,0.05500082910177135,0.1415680309476497,0.1546527318838958,0.15939016804638023,0.1703470883588516,0.14935095325963854,0.15458091137336,0.04066943171461531,0.2353081917221444,0.05682105977636428,0.00262020012241046,0.00262020012241046,0.021450267617153664,0.48824526229305676
