Stereotype,DistanceFromOrigin,Rank
kind,0.8420896109856837,1
relator,0.7587144019772003,2
subkind,0.7337018392746552,3
category,0.7170267974729584,4
role,0.7003517556712617,5
mode,0.48357621224920455,6
roleMixin,0.45022612864581113,7
event,0.4418886077449628,8
quality,0.3668509196373276,9
phase,0.34183835693478243,10
collective,0.2918132315296924,11
datatype,0.21677554342205715,12
type,0.21677554342205715,12
none,0.19176298071951206,13
mixin,0.1834254598186638,14
situation,0.17508793891781538,15
other,0.15841289711611867,16
quantity,0.10005025081018018,17
enumeration,0.06670016720678679,18
phaseMixin,0.06670016720678679,18
historicalRole,0.03335008360339339,19
historicalRoleMixin,0.025012562702544993,20
abstract,0.008337520900848288,21
