Stereotype,DistanceFromOrigin,Rank
subkind,16.71928916300858,1
role,15.248214519328966,2
kind,13.10790998764715,3
relator,10.30627241648299,4
category,4.810849783792271,5
roleMixin,4.760702055374933,6
mode,4.488057893650889,7
event,3.9177902153896635,8
none,3.1405980201957147,9
phase,2.7441731743534263,10
quality,2.0749460866310616,11
type,1.7605634530709304,12
collective,1.0915898764836909,13
other,0.9093317003304012,14
datatype,0.727836208551045,15
mixin,0.6946375617367756,16
situation,0.6533020667855183,17
enumeration,0.5207356974756709,18
quantity,0.3638764404143261,19
historicalRole,0.19013368543364806,20
phaseMixin,0.16552390886418705,21
historicalRoleMixin,0.07445351013603897,22
abstract,0.008337520900848288,23
