stereotype1,stereotype2,geometric_mean_correlation
category,collective,0.09531274293926231
category,event,0.1420366008075409
category,kind,0.12741374303451516
category,mode,0.3940677177253759
category,phase,0.3623891384889421
category,quality,0.10776846743739824
category,relator,0.0
category,role,0.059281489192435435
category,roleMixin,0.3446619257562728
category,situation,0.03691679819321632
category,subkind,0.5482227474660045
category,type,0.2863218829961349
category,none,0.10767364358585078
category,other,0.08780402144736987
collective,event,0.29949931811468616
collective,kind,0.045954606340182086
collective,mode,0.3443208715969745
collective,phase,0.12274687490961343
collective,quality,0.026103861194052745
collective,relator,0.06731590269285902
collective,role,0.10128139452381817
collective,roleMixin,0.09971598968309321
collective,situation,0.21796686346665214
collective,subkind,0.06956320391367582
collective,type,0.02610725417016833
collective,none,0.24278130342113033
collective,other,0.12961424436753655
event,kind,0.32469052697135753
event,mode,0.22143311696160667
event,phase,0.046426122052889304
event,quality,0.053596991963747176
event,relator,0.37048716428361433
event,role,0.09305767161334831
event,roleMixin,0.3837668074333101
event,situation,0.4402248915261088
event,subkind,0.08223472353516546
event,type,0.30794947489173047
event,none,0.44275529174331274
event,other,0.22729472855504593
kind,mode,0.05902269001765368
kind,phase,0.016805567123959794
kind,quality,0.35512130887377136
kind,relator,0.0773632905080475
kind,role,0.4496257696027719
kind,roleMixin,0.29363057911188967
kind,situation,0.3112215672369506
kind,subkind,0.328503719785786
kind,type,0.05212931274297332
kind,none,0.1447703124497924
kind,other,0.12402010616267571
mode,phase,0.2432914073116362
mode,quality,0.10779246118860955
mode,relator,0.053260370699665806
mode,role,0.0637326852168976
mode,roleMixin,0.4851576708917892
mode,situation,0.13870263564881607
mode,subkind,0.24715788339485087
mode,type,0.11531695273872655
mode,none,0.1535923958300533
mode,other,0.022818497985008446
phase,quality,0.039410455260105205
phase,relator,0.0
phase,role,0.2346437309721752
phase,roleMixin,0.24190815725497627
phase,situation,0.006299705890720441
phase,subkind,0.25928284927808776
phase,type,0.03941557782539959
phase,none,0.024808473640120135
phase,other,0.07991597747919643
quality,relator,0.056259109732417614
quality,role,0.10202804562883987
quality,roleMixin,0.2714022211094606
quality,situation,0.37519383129632694
quality,subkind,0.10168853195338909
quality,type,0.40913837929542607
quality,none,0.17427959055314307
quality,other,0.2085024193635385
relator,role,0.20320556743213947
relator,roleMixin,0.19259476600709177
relator,situation,0.06256236278212442
relator,subkind,0.1279167631376161
relator,type,0.06998047912863861
relator,none,0.37238337488519085
relator,other,0.17783537550685027
role,roleMixin,0.00835166064652327
role,situation,0.14834567897198067
role,subkind,0.0
role,type,0.09510241342073512
role,none,0.064081256494897
role,other,0.2083778013131581
roleMixin,situation,0.04535254366196892
roleMixin,subkind,0.13146056358165498
roleMixin,type,0.298639097837232
roleMixin,none,0.04241175380788207
roleMixin,other,0.1888831614242931
situation,subkind,0.2161924303987428
situation,type,0.10926108852499197
situation,none,0.19821561837171672
situation,other,0.3699477767142445
subkind,type,0.1808152865931122
subkind,none,0.014558183903495003
subkind,other,0.1160548391577457
type,none,0.3242315625125335
type,other,0.0159622162961952
none,other,0.09787668355989157
