stereotype,total_correlation,rank
category,2.919051176509475,4
collective,2.1436058331128183,13
event,3.5547730313241486,1
kind,3.10304091276919,3
mode,2.852416623169087,5
phase,2.023271332419554,15
quality,2.764401119614244,7
relator,2.1129958057359914,14
role,2.1689503917951938,12
roleMixin,3.2298949740608696,2
situation,2.7903160323216336,6
subkind,2.7066310514879817,8
type,2.5261127398537933,10
none,2.615653886216168,9
other,2.263399311424945,11
