Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0,0.0,0.0,40,Q3
category,0.037894736842105266,0.625,0.6261477549910504,6,Q1
collective,0.008421052631578947,0.21875,0.21891202942603183,16,Q1
datatype,0.0036842105263157894,0.125,0.12505428184273507,24,Q3
enumeration,0.005263157894736842,0.09375,0.09389762154082994,25,Q3
event,0.06368421052631579,0.40625,0.4112113096333321,8,Q1
historicalRole,0.0,0.0,0.0,40,Q3
historicalRoleMixin,0.0,0.0,0.0,40,Q3
kind,0.08263157894736842,0.6875,0.6924479964873429,2,Q1
mixin,0.003157894736842105,0.15625,0.15628190809933495,22,Q2
mode,0.02894736842105263,0.34375,0.3449666833746473,12,Q1
phase,0.01263157894736842,0.1875,0.1879250030908703,17,Q1
phaseMixin,0.0,0.0,0.0,40,Q3
quality,0.006842105263157895,0.125,0.12518711756579481,23,Q4
quantity,0.005263157894736842,0.09375,0.09389762154082994,25,Q3
relator,0.04473684210526316,0.65625,0.6577730973075375,4,Q1
role,0.05,0.625,0.6269968101992226,5,Q1
roleMixin,0.028421052631578948,0.40625,0.40724294804537375,9,Q1
situation,0.007894736842105263,0.15625,0.156449318853762,21,Q1
subkind,0.07789473684210527,0.65625,0.6608567564364466,3,Q1
type,0.002631578947368421,0.09375,0.09378692716874902,27,Q3
none_c,0.027894736842105264,0.15625,0.15872044242469305,20,Q1
other_c,0.02894736842105263,0.25,0.25167032033695225,15,Q1
bringsAbout,0.0015789473684210526,0.03125,0.0312898637707524,32,Q3
characterization,0.024210526315789474,0.3125,0.313436436274546,13,Q1
comparative,0.0,0.0,0.0,40,Q3
componentOf,0.02157894736842105,0.3125,0.31324415552333784,14,Q1
creation,0.0,0.0,0.0,40,Q3
derivation,0.011052631578947368,0.1875,0.18782547927483093,18,Q1
externalDependence,0.004210526315789474,0.0625,0.06264166769695675,29,Q3
historicalDependence,0.002631578947368421,0.03125,0.03136060757951339,31,Q3
instantiation,0.0010526315789473684,0.03125,0.03126772350589338,34,Q3
manifestation,0.0015789473684210526,0.03125,0.0312898637707524,32,Q3
material,0.025789473684210525,0.375,0.37588574986677614,10,Q1
mediation,0.045263157894736845,0.46875,0.4709302665603517,7,Q1
memberOf,0.005263157894736842,0.1875,0.18757385433749804,19,Q2
participation,0.007894736842105263,0.0625,0.06299664173435036,28,Q4
participational,0.0,0.0,0.0,40,Q3
subCollectionOf,0.0036842105263157894,0.0625,0.0626084930916103,30,Q3
subQuantityOf,0.0,0.0,0.0,40,Q3
termination,0.0,0.0,0.0,40,Q3
triggers,0.0010526315789473684,0.03125,0.03126772350589338,34,Q3
none_r,0.27263157894736845,0.84375,0.8867029042127555,1,Q1
other_r,0.04368421052631579,0.34375,0.3465146068339796,11,Q1
