stereotype,total_correlation,rank
category,2.091935722416531,8
collective,1.7353622596571663,14
datatype,1.3993538425721068,16
event,2.1585925248589497,6
kind,3.0767600233296113,1
mixin,1.4132911857982262,15
mode,1.8833298755359351,13
phase,2.083185217581958,10
phaseMixin,2.0741488635020753,11
quality,2.1388075328365823,7
relator,2.088056247461857,9
role,2.1654600249477522,5
roleMixin,2.0242711604820585,12
situation,2.655162878700519,3
subkind,2.341368707716823,4
type,2.8480627968932914,2
