Stereotype,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type
abstract,1.0,0.1723370006905391,-0.06776394638850643,-0.06523638281838896,-0.028768996822298106,0.18066831247149368,-0.028768996822298106,0.5772930008991324,-0.1775746145354521,-0.05025958336013739,0.04649380604280389,-0.08638300166129438,0.3716514914899744,0.07794590311441509,-0.032406971359748044,-0.1624072716100271,-0.1425670771566306,0.1693314980877951,0.2646073081458454,-0.15045650649303058,0.25121068564386984
category,0.1723370006905391,1.0,0.036532514643181226,0.15468036625940784,-0.04338042227774955,0.12202400465948475,0.01984643960940022,0.12314466906391783,0.02011292635329883,0.040784969899910116,0.21490689245858463,-0.21396378197382682,0.16669705691816722,0.2618834590013985,0.005992745636419119,-0.16505731479888064,-0.19595538066677198,0.20323195292593058,0.26616549818355745,0.07560718041885489,0.3604252393801203
collective,-0.06776394638850643,0.036532514643181226,1.0,0.06917858373624426,0.10082047748878094,0.030910426013043734,0.13347499125169912,0.05027168502199947,0.23842638453258116,0.032753710798784544,0.025338050215309056,0.2836839833099101,0.0851533899572166,-0.09720334098104719,0.19771233506051109,0.19880110442718196,0.08935898511196491,-0.07995364094866335,-0.27848828797723213,0.1329674163618262,0.0211435343038412
datatype,-0.06523638281838896,0.15468036625940784,0.06917858373624426,1.0,0.3315508346809177,0.08189937881365177,0.009471325764977785,0.04032065414253067,0.03075872899773944,-0.1325791122361655,-0.07295600235221705,-0.055319013016088575,0.13422015379649557,0.10155991915078562,-0.045619255007153026,-0.0899688482583076,-0.23960108226986182,-0.05128606148599065,0.17169340757216578,-0.010511039458700912,0.1104496437626528
enumeration,-0.028768996822298106,-0.04338042227774955,0.10082047748878094,0.3315508346809177,1.0,0.017497248318386317,-0.05876351764945929,-0.05053619897556631,0.22395376525418598,-0.10266016337242516,-0.0999804013326325,0.16445183375621703,0.11742682064997811,0.043186310923529286,0.15900456103743363,0.10993999988328451,0.04560432361955979,0.06288042200750805,0.0379149916645948,0.05499624058750717,0.1506351235627471
event,0.18066831247149368,0.12202400465948475,0.030910426013043734,0.08189937881365177,0.017497248318386317,1.0,0.2813477996649618,0.28430667865417575,-0.22232662006577744,-0.13923919229144316,0.12884802591250263,0.06489684962319282,-0.038380426553324375,0.20338845556018165,0.2191377782685797,0.04894247698469929,-0.16839531793585566,0.23987139872439964,0.5170527028883379,-0.02743620923189637,0.36147985222893375
historicalRole,-0.028768996822298106,0.01984643960940022,0.13347499125169912,0.009471325764977785,-0.05876351764945929,0.2813477996649618,1.0,0.248352663021128,-0.0346747462393556,-0.10266016337242516,-0.21526123347606363,-0.047433950616315355,-0.0855363246214194,-0.07827933470009917,0.6648863749191789,0.20906083420275093,0.06999541435183113,0.1512075877679644,0.2412718881796489,-0.045269293558224184,0.04445837965804973
historicalRoleMixin,0.5772930008991324,0.12314466906391783,0.05027168502199947,0.04032065414253067,-0.05053619897556631,0.28430667865417575,0.248352663021128,1.0,-0.13258005258814703,-0.08828699592153773,-0.09495625217008463,-0.1517421197209868,0.395686314626425,-0.07337969729247963,0.20504167771255746,-0.09047324060412035,-0.13283718957115048,0.1327461359131261,0.08977537471749943,-0.10287548308891545,0.4081792322468876
kind,-0.1775746145354521,0.02011292635329883,0.23842638453258116,0.03075872899773944,0.22395376525418598,-0.22232662006577744,-0.0346747462393556,-0.13258005258814703,1.0,0.06125767001433248,-0.03260082242452571,0.3080827097574809,0.012300305583615122,0.17544656151524257,-0.013967157238159573,0.39566221072912133,0.29963366526403723,-0.2794860893567698,-0.23532962840309166,0.5447710772438612,-0.29860024392521006
mixin,-0.05025958336013739,0.040784969899910116,0.032753710798784544,-0.1325791122361655,-0.10266016337242516,-0.13923919229144316,-0.10266016337242516,-0.08828699592153773,0.06125767001433248,1.0,0.10360990196416342,0.18575639700823057,-0.042027860514284456,0.16590337975242053,-0.11564202237384376,0.10261363964633467,0.31080532707959346,0.09968589444073839,-0.11529073147910099,-0.021079956047782004,0.04069366492525302
mode,0.04649380604280389,0.21490689245858463,0.025338050215309056,-0.07295600235221705,-0.0999804013326325,0.12884802591250263,-0.21526123347606363,-0.09495625217008463,-0.03260082242452571,0.10360990196416342,1.0,-0.03065827735331479,0.07441381386141697,0.22048104216815795,-0.13558390393781894,0.03389729319239344,0.09189233520424973,0.07390480870338513,-0.08415124940903931,0.1077878398057529,0.2435716011867171
phase,-0.08638300166129438,-0.21396378197382682,0.2836839833099101,-0.055319013016088575,0.16445183375621703,0.06489684962319282,-0.047433950616315355,-0.1517421197209868,0.3080827097574809,0.18575639700823057,-0.03065827735331479,1.0,0.180758586873762,0.11188378953193605,0.09674598522391957,0.2738085498835794,0.32829714354401235,-0.06010434441457395,-0.11597860468080852,0.3064648684471544,-0.11230585287304695
