stereotype,total_correlation,rank
category,2.4455265530936527,7
collective,1.677302663963176,12
datatype,1.611391152653896,13
enumeration,1.4811353057238281,15
event,2.2644987907862553,9
kind,3.23889821230728,1
mode,1.501043594959143,14
phase,2.390284585050942,8
quality,2.140868405329708,10
relator,2.5769159824179755,4
role,2.4620835780964785,5
roleMixin,1.964777476303463,11
situation,2.793407159681852,2
subkind,2.453353914999698,6
type,2.698368943998821,3
