Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,1,0.0136986301369863,1,0.0136986301369863,0.0003401360544217687,0.0018796992481203006
category,214,2.9315068493150687,51,0.6986301369863014,0.0727891156462585,0.09586466165413533
collective,33,0.4520547945205479,18,0.2465753424657534,0.011224489795918367,0.03383458646616541
datatype,64,0.8767123287671232,17,0.2328767123287671,0.021768707482993196,0.03195488721804511
enumeration,38,0.5205479452054794,4,0.0547945205479452,0.01292517006802721,0.007518796992481203
event,208,2.8493150684931505,33,0.4520547945205479,0.0707482993197279,0.06203007518796992
historicalRole,23,0.3150684931506849,4,0.0547945205479452,0.007823129251700681,0.007518796992481203
historicalRoleMixin,9,0.1232876712328767,3,0.0410958904109589,0.003061224489795918,0.005639097744360902
kind,510,6.986301369863014,63,0.863013698630137,0.17346938775510204,0.11842105263157894
mixin,14,0.1917808219178082,11,0.1506849315068493,0.004761904761904762,0.020676691729323307
mode,124,1.6986301369863013,34,0.4657534246575342,0.04217687074829932,0.06390977443609022
phase,153,2.095890410958904,27,0.3698630136986301,0.05204081632653061,0.05075187969924812
phaseMixin,20,0.273972602739726,8,0.1095890410958904,0.006802721088435374,0.015037593984962405
quality,149,2.041095890410959,33,0.4520547945205479,0.05068027210884354,0.06203007518796992
quantity,6,0.0821917808219178,5,0.0684931506849315,0.0020408163265306124,0.009398496240601503
relator,227,3.1095890410958904,57,0.7808219178082192,0.0772108843537415,0.10714285714285714
role,313,4.287671232876712,50,0.684931506849315,0.10646258503401361,0.09398496240601503
roleMixin,177,2.4246575342465753,30,0.410958904109589,0.06020408163265306,0.05639097744360902
situation,56,0.7671232876712328,14,0.1917808219178082,0.01904761904761905,0.02631578947368421
subkind,535,7.328767123287672,53,0.726027397260274,0.18197278911564627,0.09962406015037593
type,66,0.9041095890410958,16,0.2191780821917808,0.022448979591836733,0.03007518796992481
