stereotype,total_correlation,rank
category,1.3052095969930515,7
collective,1.0660508116672878,11
datatype,1.435188242064799,6
kind,1.1109070802461347,10
mode,1.2133338118782193,8
phase,2.0089226894852588,2
quality,1.8653306018944096,4
relator,1.9632478007610072,3
role,1.6457951186160438,5
roleMixin,1.2034330668739606,9
subkind,2.1321805504830698,1
