stereotype,total_correlation,rank
category,1.2077296966661297,7
collective,0.8548941387527178,10
datatype,1.205790105037805,8
kind,1.3391802371414423,6
mode,1.7980506458037824,2
phase,1.4897699827906554,4
relator,1.70345355074901,3
role,1.844055915905118,1
roleMixin,1.0847813873683378,9
subkind,1.4695767280806944,5
