stereotype,total_correlation,rank
category,1.2555239506525313,7
collective,0.9546520782499465,10
datatype,1.315498301461593,6
kind,1.2197150516272748,8
mode,1.477036101123868,5
phase,1.7299805549607228,4
relator,1.8287431304605148,1
role,1.7421074091030329,3
roleMixin,1.1425680688206146,9
subkind,1.7701420612640681,2
