Stereotype,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type
abstract,1.0,-0.10983794085439462,-0.17642773913774662,-0.07868590509795843,-0.023809523809523808,,,,0.23701003690738126,-0.042233165704010936,-0.07329778684402642,0.18503974557827058,,-0.042233165704010936,-0.023809523809523808,-0.131732193268508,-0.24318247063738635,-0.09454266355203221,,0.15702937790514723,-0.034070247622033374
category,-0.10983794085439462,1.0,-0.008365619241804454,0.13487968365332628,0.13912805841556652,,,,0.05879501558862487,-0.051048419355957705,0.04030119731075478,0.23797561125541586,,0.261585391492659,0.29290117561171897,0.06424770283806375,-0.14168596502417782,0.04209292907585281,,0.2641558213195555,-0.1571726454145462
collective,-0.17642773913774662,-0.008365619241804454,1.0,-0.1703590380297464,0.026137442835221722,,,,0.22236580965630146,-0.07897782988427984,-0.020291506383556195,-0.0035429923680773165,,-0.11078460096395568,0.15029029630252488,0.23937848872779824,0.10219899339573574,-0.03298635786935821,,0.12507756993999816,0.12829544608811658
datatype,-0.07868590509795843,0.13487968365332628,-0.1703590380297464,1.0,0.36720089045713933,,,,-0.009960015583927947,0.29465306501339794,0.06947828833350499,0.36928858869524106,,0.31989873765836474,-0.07868590509795843,0.07097800303193826,0.03732681613171879,-0.14485246409320504,,0.10067935955335185,0.1754396984822849
enumeration,-0.023809523809523808,0.13912805841556652,0.026137442835221722,0.36720089045713933,1.0,,,,-0.06860816857845246,0.5490311541521422,-0.07329778684402642,0.13021315429582003,,-0.042233165704010936,-0.023809523809523808,-0.03136480792107333,0.09976716744097902,-0.09454266355203221,,0.1884352534861767,-0.034070247622033374
event,,,,,,,,,,,,,,,,,,,,,
historicalRole,,,,,,,,,,,,,,,,,,,,,
historicalRoleMixin,,,,,,,,,,,,,,,,,,,,,
kind,0.23701003690738126,0.05879501558862487,0.22236580965630146,-0.009960015583927947,-0.06860816857845246,,,,1.0,-0.011577908853489482,0.004018808825226389,0.11598383804680955,,0.12555598934450815,0.2494842493761908,0.03962920503308733,-0.05283950804088779,-0.07684257249464028,,0.39991042475779204,-0.06455050662332676
mixin,-0.042233165704010936,-0.051048419355957705,-0.07897782988427984,0.29465306501339794,0.5490311541521422,,,,-0.011577908853489482,1.0,-0.1300150982558837,0.10149161848664948,,-0.07491289198606271,-0.042233165704010936,0.07633595006159065,0.2232656216687702,0.012674932807190559,,0.10027353779048347,-0.060433565362716844
mode,-0.07329778684402642,0.04030119731075478,-0.020291506383556195,0.06947828833350499,-0.07329778684402642,,,,0.004018808825226389,-0.1300150982558837,1.0,-0.0455079081965014,,-0.1300150982558837,-0.07329778684402642,-0.25941214573869764,-0.24257107291515714,-0.08756889970656254,,-0.352781291636004,0.21708858766828315
phase,0.18503974557827058,0.23797561125541586,-0.0035429923680773165,0.36928858869524106,0.13021315429582003,,,,0.11598383804680955,0.10149161848664948,-0.0455079081965014,1.0,,0.3155004073289716,0.06853323910306318,0.16057303083334992,0.120335674072549,-0.2779324757206835,,0.38568645609532914,0.32362329752417973
phaseMixin,,,,,,,,,,,,,,,,,,,,,
quality,-0.042233165704010936,0.261585391492659,-0.11078460096395568,0.31989873765836474,-0.042233165704010936,,,,0.12555598934450815,-0.07491289198606271,-0.1300150982558837,0.3155004073289716,,1.0,0.5912643198561531,0.14387385842116746,0.05581640541719255,-0.1676991109874443,,0.2648050532864964,-0.060433565362716844
quantity,-0.023809523809523808,0.29290117561171897,0.15029029630252488,-0.07868590509795843,-0.023809523809523808,,,,0.2494842493761908,-0.042233165704010936,-0.07329778684402642,0.06853323910306318,,0.5912643198561531,1.0,0.150551078021152,0.13094440726628495,-0.09454266355203221,,0.2638093548806474,-0.034070247622033374
relator,-0.131732193268508,0.06424770283806375,0.23937848872779824,0.07097800303193826,-0.03136480792107333,,,,0.03962920503308733,0.07633595006159065,-0.25941214573869764,0.16057303083334992,,0.14387385842116746,0.150551078021152,1.0,0.6898691433750036,0.2470105298052573,,0.1520937262640076,0.3410992817783235
role,-0.24318247063738635,-0.14168596502417782,0.10219899339573574,0.03732681613171879,0.09976716744097902,,,,-0.05283950804088779,0.2232656216687702,-0.24257107291515714,0.120335674072549,,0.05581640541719255,0.13094440726628495,0.6898691433750036,1.0,0.09246487700953086,,0.05332761604758523,0.24319318240424845
roleMixin,-0.09454266355203221,0.04209292907585281,-0.03298635786935821,-0.14485246409320504,-0.09454266355203221,,,,-0.07684257249464028,0.012674932807190559,-0.08756889970656254,-0.2779324757206835,,-0.1676991109874443,-0.09454266355203221,0.2470105298052573,0.09246487700953086,1.0,,-0.05316930811704589,0.06842947683004098
situation,,,,,,,,,,,,,,,,,,,,,
subkind,0.15702937790514723,0.2641558213195555,0.12507756993999816,0.10067935955335185,0.1884352534861767,,,,0.39991042475779204,0.10027353779048347,-0.352781291636004,0.38568645609532914,,0.2648050532864964,0.2638093548806474,0.1520937262640076,0.05332761604758523,-0.05316930811704589,,1.0,-0.09907757492338749
type,-0.034070247622033374,-0.1571726454145462,0.12829544608811658,0.1754396984822849,-0.034070247622033374,,,,-0.06455050662332676,-0.060433565362716844,0.21708858766828315,0.32362329752417973,,-0.060433565362716844,-0.034070247622033374,0.3410992817783235,0.24319318240424845,0.06842947683004098,,-0.09907757492338749,1.0
