year,category,period,predicted,a (quad),b (linear),intercept
2015,none (occurrence),2015-2018,1.5410585931967944,0.30494445665976855,-1230.2330651530283,1240778.0608005363
2016,none (occurrence),2015-2018,0.5390982357785106,0.30494445665976855,-1230.2330651530283,1240778.0608005363
2017,none (occurrence),2015-2018,0.14702679123729467,0.30494445665976855,-1230.2330651530283,1240778.0608005363
2018,none (occurrence),2015-2018,0.36484426027163863,0.30494445665976855,-1230.2330651530283,1240778.0608005363
2015,none (model-wise),2015-2018,0.16423357646272052,-0.030413625403838296,122.67031670385569,-123694.3617193934
2016,none (model-wise),2015-2018,0.23722627744427882,-0.030413625403838296,122.67031670385569,-123694.3617193934
2017,none (model-wise),2015-2018,0.24939172761514783,-0.030413625403838296,122.67031670385569,-123694.3617193934
2018,none (model-wise),2015-2018,0.20072992700443137,-0.030413625403838296,122.67031670385569,-123694.3617193934
2019,none (occurrence),2019-2024,0.270715997176012,-0.03345053985671598,135.1776767425256,-136566.9825262994
2020,none (occurrence),2019-2024,0.3416622584045399,-0.03345053985671598,135.1776767425256,-136566.9825262994
2021,none (occurrence),2019-2024,0.34570743996300735,-0.03345053985671598,135.1776767425256,-136566.9825262994
2022,none (occurrence),2019-2024,0.2828515417932067,-0.03345053985671598,135.1776767425256,-136566.9825262994
2023,none (occurrence),2019-2024,0.15309456386603415,-0.03345053985671598,135.1776767425256,-136566.9825262994
2024,none (occurrence),2019-2024,-0.043563493702095,-0.03345053985671598,135.1776767425256,-136566.9825262994
2019,none (model-wise),2019-2024,0.09993048285832629,-0.049965241579144504,201.99209249012654,-204145.57267827957
2020,none (model-wise),2019-2024,0.2824122348392848,-0.049965241579144504,201.99209249012654,-204145.57267827957
2021,none (model-wise),2019-2024,0.3649635035835672,-0.049965241579144504,201.99209249012654,-204145.57267827957
2022,none (model-wise),2019-2024,0.3475842892366927,-0.049965241579144504,201.99209249012654,-204145.57267827957
2023,none (model-wise),2019-2024,0.23027459174045362,-0.049965241579144504,201.99209249012654,-204145.57267827957
2024,none (model-wise),2019-2024,0.01303441109484993,-0.049965241579144504,201.99209249012654,-204145.57267827957
2015,other (occurrence),2015-2018,0.13395774332457222,-0.016336310213731053,65.89305179076398,-66445.27026309993
2016,other (occurrence),2015-2018,0.17534306253946852,-0.016336310213731053,65.89305179076398,-66445.27026309993
2017,other (occurrence),2015-2018,0.18405576133227441,-0.016336310213731053,65.89305179076398,-66445.27026309993
2018,other (occurrence),2015-2018,0.16009583967388608,-0.016336310213731053,65.89305179076398,-66445.27026309993
2015,other (model-wise),2015-2018,0.23114355228608474,0.06082725065263617,-245.26764008151406,247242.2021267034
2016,other (model-wise),2015-2018,0.15815085152280517,0.06082725065263617,-245.26764008151406,247242.2021267034
2017,other (model-wise),2015-2018,0.20681265208986588,0.06082725065263617,-245.26764008151406,247242.2021267034
2018,other (model-wise),2015-2018,0.3771289539290592,0.06082725065263617,-245.26764008151406,247242.2021267034
2019,other (occurrence),2019-2024,0.11863272861592122,-0.0025282384801776914,10.199886428466234,-10287.439327049096
2020,other (occurrence),2019-2024,0.10696393564467144,-0.0025282384801776914,10.199886428466234,-10287.439327049096
2021,other (occurrence),2019-2024,0.0902386657144234,-0.0025282384801776914,10.199886428466234,-10287.439327049096
2022,other (occurrence),2019-2024,0.06845691882153915,-0.0025282384801776914,10.199886428466234,-10287.439327049096
2023,other (occurrence),2019-2024,0.041618694967837655,-0.0025282384801776914,10.199886428466234,-10287.439327049096
2024,other (occurrence),2019-2024,0.009723994156956905,-0.0025282384801776914,10.199886428466234,-10287.439327049096
2019,other (model-wise),2019-2024,0.1868265551456716,-0.032586027116821015,131.70012167582863,-133069.94875299121
2020,other (model-wise),2019-2024,0.27198470616713166,-0.032586027116821015,131.70012167582863,-133069.94875299121
2021,other (model-wise),2019-2024,0.2919708028784953,-0.032586027116821015,131.70012167582863,-133069.94875299121
2022,other (model-wise),2019-2024,0.24678484542528167,-0.032586027116821015,131.70012167582863,-133069.94875299121
2023,other (model-wise),2019-2024,0.13642683372017927,-0.032586027116821015,131.70012167582863,-133069.94875299121
2024,other (model-wise),2019-2024,-0.03910323223681189,-0.032586027116821015,131.70012167582863,-133069.94875299121
