year,category,period,predicted,slope,intercept
2015,none (occurrence),2015-2018,1.2361141363537627,-0.39207144412981915,791.2600740579394
2016,none (occurrence),2015-2018,0.8440426922239794,-0.39207144412981915,791.2600740579394
2017,none (occurrence),2015-2018,0.4519712480941962,-0.39207144412981915,791.2600740579394
2018,none (occurrence),2015-2018,0.05989980396429928,-0.39207144412981915,791.2600740579394
2015,none (model-wise),2015-2018,0.19464720194647,0.012165450121654504,-24.318734793187353
2016,none (model-wise),2015-2018,0.20681265206812682,0.012165450121654504,-24.318734793187353
2017,none (model-wise),2015-2018,0.2189781021897801,0.012165450121654504,-24.318734793187353
2018,none (model-wise),2015-2018,0.2311435523114369,0.012165450121654504,-24.318734793187353
2019,none (occurrence),2019-2024,0.3822177967244471,-0.06285589818589168,127.28827623403976
2020,none (occurrence),2019-2024,0.3193618985385598,-0.06285589818589168,127.28827623403976
2021,none (occurrence),2019-2024,0.25650600035265825,-0.06285589818589168,127.28827623403976
2022,none (occurrence),2019-2024,0.19365010216677092,-0.06285589818589168,127.28827623403976
2023,none (occurrence),2019-2024,0.1307942039808836,-0.06285589818589168,127.28827623403976
2024,none (occurrence),2019-2024,0.06793830579498206,-0.06285589818589168,127.28827623403976
2019,none (model-wise),2019-2024,0.26648128837909013,-0.01737921445950643,35.355115282122576
2020,none (model-wise),2019-2024,0.2491020739195875,-0.01737921445950643,35.355115282122576
2021,none (model-wise),2019-2024,0.23172285946007776,-0.01737921445950643,35.355115282122576
2022,none (model-wise),2019-2024,0.21434364500057512,-0.01737921445950643,35.355115282122576
2023,none (model-wise),2019-2024,0.19696443054106538,-0.01737921445950643,35.355115282122576
2024,none (model-wise),2019-2024,0.17958521608156275,-0.01737921445950643,35.355115282122576
2015,other (occurrence),2015-2018,0.15029405358309944,0.00871269875844043,-17.405793944674368
2016,other (occurrence),2015-2018,0.15900675234153994,0.00871269875844043,-17.405793944674368
2017,other (occurrence),2015-2018,0.16771945109998043,0.00871269875844043,-17.405793944674368
2018,other (occurrence),2015-2018,0.17643214985842093,0.00871269875844043,-17.405793944674368
2015,other (model-wise),2015-2018,0.17031630170316703,0.048661800486617994,-97.8832116788321
2016,other (model-wise),2015-2018,0.2189781021897801,0.048661800486617994,-97.8832116788321
2017,other (model-wise),2015-2018,0.26763990267639315,0.048661800486617994,-97.8832116788321
2018,other (model-wise),2015-2018,0.3163017031630204,0.048661800486617994,-97.8832116788321
2019,other (occurrence),2019-2024,0.12706019022725457,-0.021781746896101073,44.10440717345532
2020,other (occurrence),2019-2024,0.10527844333115155,-0.021781746896101073,44.10440717345532
2021,other (occurrence),2019-2024,0.08349669643505564,-0.021781746896101073,44.10440717345532
2022,other (occurrence),2019-2024,0.061714949538952624,-0.021781746896101073,44.10440717345532
2023,other (occurrence),2019-2024,0.03993320264284961,-0.021781746896101073,44.10440717345532
2024,other (occurrence),2019-2024,0.018151455746746592,-0.021781746896101073,44.10440717345532
2019,other (model-wise),2019-2024,0.29544664581160873,-0.04518595759471672,91.52589502954467
2020,other (model-wise),2019-2024,0.2502606882168976,-0.04518595759471672,91.52589502954467
2021,other (model-wise),2019-2024,0.2050747306221865,-0.04518595759471672,91.52589502954467
2022,other (model-wise),2019-2024,0.15988877302746118,-0.04518595759471672,91.52589502954467
2023,other (model-wise),2019-2024,0.11470281543275007,-0.04518595759471672,91.52589502954467
2024,other (model-wise),2019-2024,0.06951685783802475,-0.04518595759471672,91.52589502954467
