year,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,formal,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,none,other
2019,0.0,0.008602150537634409,0.0,0.004301075268817204,0.0,0.0064516129032258064,0.0,0.008602150537634409,0.002150537634408602,0.002150537634408602,0.002150537634408602,0.0064516129032258064,0.012903225806451613,0.0064516129032258064,0.002150537634408602,0.0,0.0,0.0,0.0,0.0,0.015053763440860216,0.002150537634408602
2020,0.0,0.012903225806451613,0.0,0.008602150537634409,0.004301075268817204,0.010752688172043012,0.004301075268817204,0.0064516129032258064,0.0,0.004301075268817204,0.002150537634408602,0.008602150537634409,0.015053763440860216,0.0,0.0064516129032258064,0.0,0.0,0.0,0.0,0.004301075268817204,0.03225806451612903,0.0064516129032258064
2021,0.008602150537634409,0.030107526881720432,0.002150537634408602,0.017204301075268817,0.0064516129032258064,0.010752688172043012,0.012903225806451613,0.0064516129032258064,0.0064516129032258064,0.008602150537634409,0.008602150537634409,0.01935483870967742,0.025806451612903226,0.008602150537634409,0.015053763440860216,0.002150537634408602,0.0,0.002150537634408602,0.0,0.004301075268817204,0.034408602150537634,0.002150537634408602
2022,0.004301075268817204,0.025806451612903226,0.0,0.010752688172043012,0.012903225806451613,0.012903225806451613,0.015053763440860216,0.002150537634408602,0.017204301075268817,0.012903225806451613,0.004301075268817204,0.017204301075268817,0.02795698924731183,0.008602150537634409,0.015053763440860216,0.004301075268817204,0.004301075268817204,0.002150537634408602,0.002150537634408602,0.004301075268817204,0.03225806451612903,0.002150537634408602
2023,0.0064516129032258064,0.023655913978494623,0.004301075268817204,0.015053763440860216,0.010752688172043012,0.017204301075268817,0.0064516129032258064,0.0,0.0,0.004301075268817204,0.002150537634408602,0.015053763440860216,0.02795698924731183,0.015053763440860216,0.010752688172043012,0.0,0.0,0.0,0.004301075268817204,0.004301075268817204,0.030107526881720432,0.002150537634408602
2024,0.004301075268817204,0.015053763440860216,0.004301075268817204,0.0064516129032258064,0.0064516129032258064,0.004301075268817204,0.004301075268817204,0.002150537634408602,0.0064516129032258064,0.004301075268817204,0.0064516129032258064,0.008602150537634409,0.012903225806451613,0.004301075268817204,0.010752688172043012,0.002150537634408602,0.0,0.0,0.002150537634408602,0.002150537634408602,0.015053763440860216,0.0
