year,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,formal,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,none,other
2019,0.0,0.004693675889328063,0.0,0.0029644268774703555,0.0,0.0014822134387351778,0.0,0.009634387351778656,0.0004940711462450593,0.0012351778656126482,0.00024703557312252963,0.002717391304347826,0.01408102766798419,0.001976284584980237,0.001976284584980237,0.0,0.0,0.0,0.0,0.0,0.02149209486166008,0.009881422924901186
2020,0.0,0.008152173913043478,0.0,0.010869565217391304,0.0009881422924901185,0.002223320158102767,0.0024703557312252965,0.0017292490118577075,0.0,0.0009881422924901185,0.0007411067193675889,0.0014822134387351778,0.009634387351778656,0.0,0.002717391304347826,0.0,0.0,0.0,0.0,0.0004940711462450593,0.08473320158102766,0.010375494071146246
2021,0.0014822134387351778,0.021245059288537548,0.00024703557312252963,0.017539525691699604,0.0017292490118577075,0.0014822134387351778,0.0037055335968379445,0.0017292490118577075,0.0024703557312252965,0.0029644268774703555,0.002223320158102767,0.027915019762845848,0.024703557312252964,0.0029644268774703555,0.007411067193675889,0.00024703557312252963,0.0,0.0024703557312252965,0.0,0.0007411067193675889,0.06373517786561265,0.00024703557312252963
2022,0.0017292490118577075,0.01358695652173913,0.0,0.008399209486166008,0.0066699604743083,0.00716403162055336,0.005187747035573123,0.00024703557312252963,0.005187747035573123,0.008646245059288538,0.0012351778656126482,0.0133399209486166,0.0400197628458498,0.0037055335968379445,0.022233201581027668,0.002223320158102767,0.001976284584980237,0.00024703557312252963,0.00024703557312252963,0.0009881422924901185,0.10054347826086957,0.00024703557312252963
2023,0.002223320158102767,0.0266798418972332,0.004199604743083004,0.011363636363636364,0.0029644268774703555,0.0037055335968379445,0.003952569169960474,0.0,0.0,0.0017292490118577075,0.0004940711462450593,0.015563241106719368,0.03557312252964427,0.008152173913043478,0.002223320158102767,0.0,0.0,0.0,0.0009881422924901185,0.0007411067193675889,0.0832509881422925,0.0032114624505928855
2024,0.0012351778656126482,0.02099802371541502,0.0009881422924901185,0.003952569169960474,0.006175889328063241,0.008646245059288538,0.004693675889328063,0.0024703557312252965,0.0014822134387351778,0.0017292490118577075,0.004199604743083004,0.015810276679841896,0.03162055335968379,0.0004940711462450593,0.012598814229249012,0.0017292490118577075,0.0,0.0,0.0037055335968379445,0.0004940711462450593,0.028409090909090908,0.0
