stereotype,total_correlation,rank
category,1.7066908650624169,15
collective,2.1047950993488436,14
datatype,2.152449224334987,12
kind,2.2541303074063737,10
phase,2.542642566463602,8
relator,3.765539407446208,1
role,3.2190600755055048,5
roleMixin,2.124281614383493,13
subkind,2.573478174022225,7
characterization,2.5058639924242563,9
componentOf,2.622514236993618,6
derivation,3.300690672582257,4
material,3.6827968725744937,2
mediation,3.4515628564200043,3
memberOf,2.220106803207726,11
