Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,4,0.5898389095415117,4,0.39901477832512317
20.0,8,0.8302354399008675,8,0.6748768472906403
30.0,12,0.929368029739777,12,0.8571428571428571
40.0,16,0.979760429574556,16,0.958128078817734
50.0,20,0.9971086327963652,20,0.9901477832512315
60.0,24,1.0,24,1.0
70.0,28,1.0,28,1.0
80.0,32,1.0,32,1.0
90.0,36,1.0,36,1.0
100.0,40,1.0,40,1.0
