year,category,period,predicted,slope,intercept
2019,none (occurrence),2019-2024,8.18951119029066,-0.641353969491148,1303.0831755929185
2020,none (occurrence),2019-2024,7.548157220799567,-0.641353969491148,1303.0831755929185
2021,none (occurrence),2019-2024,6.9068032513084745,-0.641353969491148,1303.0831755929185
2022,none (occurrence),2019-2024,6.265449281817155,-0.641353969491148,1303.0831755929185
2023,none (occurrence),2019-2024,5.624095312326062,-0.641353969491148,1303.0831755929185
2024,none (occurrence),2019-2024,4.98274134283497,-0.641353969491148,1303.0831755929185
2019,none (model-wise),2019-2024,3.284072249589485,-0.23493747631678663,477.6228369331817
2020,none (model-wise),2019-2024,3.0491347732727263,-0.23493747631678663,477.6228369331817
2021,none (model-wise),2019-2024,2.8141972969559106,-0.23493747631678663,477.6228369331817
2022,none (model-wise),2019-2024,2.5792598206391517,-0.23493747631678663,477.6228369331817
2023,none (model-wise),2019-2024,2.344322344322336,-0.23493747631678663,477.6228369331817
2024,none (model-wise),2019-2024,2.109384868005577,-0.23493747631678663,477.6228369331817
2019,other (occurrence),2019-2024,1.764836877853213,-0.38637122814831315,781.8483465092975
2020,other (occurrence),2019-2024,1.3784656497049355,-0.38637122814831315,781.8483465092975
2021,other (occurrence),2019-2024,0.9920944215565441,-0.38637122814831315,781.8483465092975
2022,other (occurrence),2019-2024,0.6057231934082665,-0.38637122814831315,781.8483465092975
2023,other (occurrence),2019-2024,0.2193519652599889,-0.38637122814831315,781.8483465092975
2024,other (occurrence),2019-2024,-0.16701926288828872,-0.38637122814831315,781.8483465092975
2019,other (model-wise),2019-2024,1.3767841354048187,-0.25009473285335354,506.3180497663256
2020,other (model-wise),2019-2024,1.126689402551449,-0.25009473285335354,506.3180497663256
2021,other (model-wise),2019-2024,0.8765946696980791,-0.25009473285335354,506.3180497663256
2022,other (model-wise),2019-2024,0.6264999368447661,-0.25009473285335354,506.3180497663256
2023,other (model-wise),2019-2024,0.3764052039913963,-0.25009473285335354,506.3180497663256
2024,other (model-wise),2019-2024,0.12631047113802651,-0.25009473285335354,506.3180497663256
