year,category,period,predicted,a (quad),b (linear),intercept
2019,none (occurrence),2019-2024,5.016145191155374,-0.9520097986510336,3848.334261978105,-3889046.243949677
2020,none (occurrence),2019-2024,8.182830417528749,-0.9520097986510336,3848.334261978105,-3889046.243949677
2021,none (occurrence),2019-2024,9.44549604691565,-0.9520097986510336,3848.334261978105,-3889046.243949677
2022,none (occurrence),2019-2024,8.804142078850418,-0.9520097986510336,3848.334261978105,-3889046.243949677
2023,none (occurrence),2019-2024,6.258768513333052,-0.9520097986510336,3848.334261978105,-3889046.243949677
2024,none (occurrence),2019-2024,1.8093753508292139,-0.9520097986510336,3848.334261978105,-3889046.243949677
2019,none (model-wise),2019-2024,1.9420234928838909,-0.4026146269054607,1627.5359991025057,-1644790.6770174955
2020,none (model-wise),2019-2024,3.317544524325058,-0.4026146269054607,1627.5359991025057,-1644790.6770174955
2021,none (model-wise),2019-2024,3.8878363019321114,-0.4026146269054607,1627.5359991025057,-1644790.6770174955
2022,none (model-wise),2019-2024,3.6528988257050514,-0.4026146269054607,1627.5359991025057,-1644790.6770174955
2023,none (model-wise),2019-2024,2.612732095643878,-0.4026146269054607,1627.5359991025057,-1644790.6770174955
2024,none (model-wise),2019-2024,0.7673361117485911,-0.4026146269054607,1627.5359991025057,-1644790.6770174955
2019,other (occurrence),2019-2024,2.6556062784511596,0.2672308206783782,-1080.8005792300764,1092809.7296604682
2020,other (occurrence),2019-2024,1.2003117681015283,0.2672308206783782,-1080.8005792300764,1092809.7296604682
2021,other (occurrence),2019-2024,0.2794788994360715,0.2672308206783782,-1080.8005792300764,1092809.7296604682
2022,other (occurrence),2019-2024,-0.106892328010872,0.2672308206783782,-1080.8005792300764,1092809.7296604682
2023,other (occurrence),2019-2024,0.04119808622635901,0.2672308206783782,-1080.8005792300764,1092809.7296604682
2024,other (occurrence),2019-2024,0.723750141216442,0.2672308206783782,-1080.8005792300764,1092809.7296604682
2019,other (model-wise),2019-2024,1.4399393711355515,0.018946570692264686,-76.85108004171902,77930.70868991106
2020,other (model-wise),2019-2024,1.1140583554661134,0.018946570692264686,-76.85108004171902,77930.70868991106
2021,other (model-wise),2019-2024,0.8260704811982578,0.018946570692264686,-76.85108004171902,77930.70868991106
2022,other (model-wise),2019-2024,0.5759757483028807,0.018946570692264686,-76.85108004171902,77930.70868991106
2023,other (model-wise),2019-2024,0.36377415677998215,0.018946570692264686,-76.85108004171902,77930.70868991106
2024,other (model-wise),2019-2024,0.18946570667321794,0.018946570692264686,-76.85108004171902,77930.70868991106
