year,category,period,predicted,a (quad),b (linear),intercept
2019,none (occurrence),2019-2024,39.34136902913451,-2.681540224246419,10837.433456564002,-10949812.817384334
2020,none (occurrence),2019-2024,46.033859860152006,-2.681540224246419,10837.433456564002,-10949812.817384334
2021,none (occurrence),2019-2024,47.3632702473551,-2.681540224246419,10837.433456564002,-10949812.817384334
2022,none (occurrence),2019-2024,43.32960018143058,-2.681540224246419,10837.433456564002,-10949812.817384334
2023,none (occurrence),2019-2024,33.932849671691656,-2.681540224246419,10837.433456564002,-10949812.817384334
2024,none (occurrence),2019-2024,19.17301870882511,-2.681540224246419,10837.433456564002,-10949812.817384334
2019,none (model-wise),2019-2024,20.65775225753896,-0.3928289272962502,1585.8995406098732,-1600597.9958368067
2020,none (model-wise),2019-2024,19.921255517518148,-0.3928289272962502,1585.8995406098732,-1600597.9958368067
2021,none (model-wise),2019-2024,18.399100923677906,-0.3928289272962502,1585.8995406098732,-1600597.9958368067
2022,none (model-wise),2019-2024,16.09128847462125,-0.3928289272962502,1585.8995406098732,-1600597.9958368067
2023,none (model-wise),2019-2024,12.997818171279505,-0.3928289272962502,1585.8995406098732,-1600597.9958368067
2024,none (model-wise),2019-2024,9.118690013187006,-0.3928289272962502,1585.8995406098732,-1600597.9958368067
2019,other (occurrence),2019-2024,22.913669316098094,2.5069494023646257,-10138.901741813019,10251234.757617334
2020,other (occurrence),2019-2024,9.58056365698576,2.5069494023646257,-10138.901741813019,10251234.757617334
2021,other (occurrence),2019-2024,1.2613567970693111,2.5069494023646257,-10138.901741813019,10251234.757617334
2022,other (occurrence),2019-2024,-2.043951256200671,2.5069494023646257,-10138.901741813019,10251234.757617334
2023,other (occurrence),2019-2024,-0.33536050468683243,2.5069494023646257,-10138.901741813019,10251234.757617334
2024,other (occurrence),2019-2024,6.387129055336118,2.5069494023646257,-10138.901741813019,10251234.757617334
2019,other (model-wise),2019-2024,13.960351752117276,0.8900533710129821,-3600.701532978533,3641651.50591956
2020,other (model-wise),2019-2024,8.18438429525122,0.8900533710129821,-3600.701532978533,3641651.50591956
2021,other (model-wise),2019-2024,4.188523579854518,0.8900533710129821,-3600.701532978533,3641651.50591956
2022,other (model-wise),2019-2024,1.972769606858492,0.8900533710129821,-3600.701532978533,3641651.50591956
2023,other (model-wise),2019-2024,1.5371223757974803,0.8900533710129821,-3600.701532978533,3641651.50591956
2024,other (model-wise),2019-2024,2.8815818866714835,0.8900533710129821,-3600.701532978533,3641651.50591956
