Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
bringsAbout,0.014215418261344996,0.10377358490566038,0.10474270877019214,13,Q3
characterization,0.17769272826681246,0.5283018867924528,0.557384597264195,2,Q1
comparative,0.007107709130672498,0.03773584905660377,0.03839939886390188,15,Q3
componentOf,0.08638600328048114,0.3018867924528302,0.3140034665735929,4,Q1
creation,0.023510114816839803,0.14150943396226415,0.1434491038627338,10,Q1
derivation,0.04264625478403499,0.2830188679245283,0.28621387570903406,5,Q1
externalDependence,0.038819026790595956,0.18867924528301888,0.1926311876138924,7,Q1
historicalDependence,0.01913613996719519,0.1320754716981132,0.13345456933774574,11,Q3
instantiation,0.03444505194095134,0.14150943396226415,0.14564127678489788,9,Q1
manifestation,0.018589393110989613,0.11320754716981132,0.1147236430403078,12,Q3
material,0.1509021323127392,0.39622641509433965,0.42398918094102755,3,Q1
mediation,0.2629852378348824,0.6132075471698113,0.6672216507466511,1,Q1
memberOf,0.025150355385456534,0.18867924528301888,0.1903480968556932,8,Q1
participation,0.07982504100601422,0.2358490566037736,0.24899159558607967,6,Q1
participational,0.004920721705850191,0.02830188679245283,0.028726473819792802,16,Q3
subCollectionOf,0.0038272279934390375,0.018867924528301886,0.01925217520488164,17,Q3
subQuantityOf,0.0,0.0,0.0,19,Q3
termination,0.0016402405686167304,0.018867924528301886,0.018939085646583684,18,Q3
triggers,0.008201202843083653,0.08490566037735849,0.08530082585877317,14,Q3
