year,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,none,other
2019,0.0,0.006998158379373849,0.0,0.004419889502762431,0.0,0.0022099447513812156,0.0,0.0007366482504604051,0.001841620626151013,0.00036832412523020257,0.004051565377532229,0.020994475138121547,0.0029465930018416206,0.0029465930018416206,0.0,0.0,0.0,0.0,0.0,0.032044198895027624,0.029097605893186003
2020,0.0,0.012154696132596685,0.0,0.004419889502762431,0.0014732965009208103,0.0033149171270718232,0.003683241252302026,0.0,0.0014732965009208103,0.0011049723756906078,0.0022099447513812156,0.014364640883977901,0.0,0.004051565377532229,0.0,0.0,0.0,0.0,0.0007366482504604051,0.12596685082872927,0.004419889502762431
2021,0.0022099447513812156,0.023204419889502764,0.00036832412523020257,0.01731123388581952,0.002578268876611418,0.0014732965009208103,0.0055248618784530384,0.003683241252302026,0.004419889502762431,0.0033149171270718232,0.039042357274401474,0.025046040515653775,0.003683241252302026,0.010313075506445672,0.00036832412523020257,0.0,0.0,0.0,0.0011049723756906078,0.07882136279926336,0.002578268876611418
2022,0.002578268876611418,0.01694290976058932,0.0,0.004051565377532229,0.005156537753222836,0.00847145488029466,0.006261510128913444,0.004419889502762431,0.01141804788213628,0.001841620626151013,0.015101289134438306,0.03683241252302026,0.0011049723756906078,0.010681399631675874,0.00036832412523020257,0.0,0.0,0.00036832412523020257,0.0014732965009208103,0.06482504604051566,0.0007366482504604051
2023,0.001841620626151013,0.013996316758747698,0.0029465930018416206,0.008839779005524863,0.0029465930018416206,0.003683241252302026,0.005893186003683241,0.0,0.001841620626151013,0.0007366482504604051,0.009944751381215469,0.025046040515653775,0.005156537753222836,0.002578268876611418,0.0,0.0,0.0,0.0007366482504604051,0.0007366482504604051,0.06850828729281767,0.004788213627992633
2024,0.001841620626151013,0.029465930018416207,0.0014732965009208103,0.004051565377532229,0.003683241252302026,0.001841620626151013,0.001841620626151013,0.0022099447513812156,0.0014732965009208103,0.004051565377532229,0.012523020257826888,0.023204419889502764,0.00036832412523020257,0.017679558011049725,0.002578268876611418,0.0,0.0,0.0,0.0007366482504604051,0.02136279926335175,0.003683241252302026
