Stereotype,characterization,componentOf,derivation,material,mediation,memberOf,subCollectionOf,none,other
characterization,1.0,0.10540925533894598,-0.1574591643244434,-0.35986374603287324,-0.12403473458920847,0.2668802563418119,-0.041344911529736156,0.20131905799006777,0.10540925533894598
componentOf,0.10540925533894598,1.0,-0.27386127875258304,-0.2100902925755561,-0.10459527207369815,0.075955452531275,-0.0392232270276368,-0.09094667994973339,0.26666666666666666
derivation,-0.1574591643244434,-0.27386127875258304,1.0,0.7191949522280762,0.35805743701971643,-0.09245003270420485,0.21483446221182986,-0.04981354813867179,-0.09128709291752769
material,-0.35986374603287324,-0.2100902925755561,0.7191949522280762,1.0,0.49785866253711797,-0.08422015601530061,0.2575131013123024,0.04537915967361051,-0.2100902925755561
mediation,-0.12403473458920847,-0.10459527207369815,0.35805743701971643,0.49785866253711797,1.0,-0.13903017140231755,0.1282051282051282,-0.08204611232679901,-0.10459527207369815
memberOf,0.2668802563418119,0.075955452531275,-0.09245003270420485,-0.08422015601530061,-0.13903017140231755,1.0,-0.006620484352491312,0.06907896231799035,0.2616243364966139
subCollectionOf,-0.041344911529736156,-0.0392232270276368,0.21483446221182986,0.2575131013123024,0.1282051282051282,-0.006620484352491312,1.0,-0.07491166777664257,0.10459527207369815
none,0.20131905799006777,-0.09094667994973339,-0.04981354813867179,0.04537915967361051,-0.08204611232679901,0.06907896231799035,-0.07491166777664257,1.0,0.009094667994973339
other,0.10540925533894598,0.26666666666666666,-0.09128709291752769,-0.2100902925755561,-0.10459527207369815,0.2616243364966139,0.10459527207369815,0.009094667994973339,1.0
