stereotype,total_correlation,rank
characterization,1.0725508831847974,6
componentOf,1.2998617025730521,3
derivation,1.9335656152156036,2
material,2.240953193777241,1
mediation,1.1416935016451664,5
memberOf,0.5142496854698149,9
subCollectionOf,0.9533960733694855,7
none,0.8429284226351412,8
other,1.2349079975555748,4
