Stereotype,characterization,componentOf,derivation,material,mediation,memberOf,subCollectionOf,none,other
characterization,1.0,0.12953741565573518,0.09246739993529043,0.2826040004089324,0.0927667744715521,0.15021514677110348,0.034421178205488075,0.2154990833444529,0.13044982012899228
componentOf,0.12953741565573518,1.0,0.22810869873958198,0.21294922780438783,0.08236651249918647,0.10588432228231948,0.051268615441639256,0.11217595172347615,0.2852886197934408
derivation,0.09246739993529043,0.22810869873958198,1.0,0.7595860028093879,0.36823122045079115,0.05726211743619635,0.24517015508511084,0.03571237059952485,0.09965736788217415
material,0.2826040004089324,0.21294922780438783,0.7595860028093879,1.0,0.4269988320588017,0.05071776856533556,0.27337446467868426,0.027342957457461195,0.2163227495884888
mediation,0.0927667744715521,0.08236651249918647,0.36823122045079115,0.4269988320588017,1.0,0.03620432352433025,0.1062184131083756,0.050365958971607394,0.02033933622549951
memberOf,0.15021514677110348,0.10588432228231948,0.05726211743619635,0.05071776856533556,0.03620432352433025,1.0,0.013114627727473918,0.027630687711643943,0.21055596136406168
subCollectionOf,0.034421178205488075,0.051268615441639256,0.24517015508511084,0.27337446467868426,0.1062184131083756,0.013114627727473918,1.0,0.07149170609755262,0.11992418289280282
none,0.2154990833444529,0.11217595172347615,0.03571237059952485,0.027342957457461195,0.050365958971607394,0.027630687711643943,0.07149170609755262,1.0,0.03419087532766541
other,0.13044982012899228,0.2852886197934408,0.09965736788217415,0.2163227495884888,0.02033933622549951,0.21055596136406168,0.11992418289280282,0.03419087532766541,1.0
