Stereotype,category,datatype,event,kind,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,characterization,componentOf,derivation,externalDependence,instantiation,material,mediation,participation
category,1.0,0.10199533375000104,0.10920459101666909,0.0495716914655427,0.2889729510652341,0.07066313135278894,0.2199220499979292,0.05688950606752826,0.03604691509565003,0.24980917387597845,0.17422327052641978,0.23697327543595967,0.28257953176396605,0.34514981058122157,0.1997988832704656,0.07834149503359765,0.14688777110196485,0.21146227501576365,0.09010272973334214,0.017346730289655075,0.13816311470123732
datatype,0.10199533375000104,1.0,0.06019627009240844,0.10855789471967704,0.0120248135162387,0.012344548482653152,0.16669761108802883,0.1363239859975082,0.10156090768902513,0.08119186290459779,0.18259371282233963,0.06300712042943965,0.07004399961902989,0.02939908183297042,0.15689089360493902,0.003766819693434371,0.006227730309283975,0.08084946182596811,0.015063380676914678,0.023631941376499193,0.10515306560849559
event,0.10920459101666909,0.06019627009240844,1.0,0.24299213335382863,0.17086958098883506,0.01949965333004103,0.12298059132637518,0.12405443982868267,0.12474961233240904,0.2728852486185675,0.500594462940229,0.00253059796582824,0.32532062470185,0.18007187651161616,0.1220651371919444,0.030764737925999156,0.29040284980424236,0.30318405664213205,0.0012008802617211928,0.0878383282451053,0.5927419070721444
kind,0.0495716914655427,0.10855789471967704,0.24299213335382863,1.0,0.023446115479553418,0.25177932727228236,0.07551425256952647,0.22352666511736233,0.40592671439545003,0.23081263608449387,0.23217405650735573,0.4521167541796545,0.22237296722124558,0.027400431959276696,0.24083669363509388,0.19553262348823314,0.24167922798991007,0.19283114020455736,0.32659134339410356,0.2119477905175758,0.22262155346636261
mode,0.2889729510652341,0.0120248135162387,0.17086958098883506,0.023446115479553418,1.0,0.049740379639346875,0.17520069089673804,0.05953911898149345,0.08566555454910736,0.2351090797021693,0.07411658797653875,0.1435038553488453,0.2201971408036418,0.4922434511923206,0.14419021123769452,0.026786917270640996,0.322479603175001,0.14994427468647556,0.09947214788849928,0.19030853819702803,0.05265708697878344
phase,0.07066313135278894,0.012344548482653152,0.01949965333004103,0.25177932727228236,0.049740379639346875,1.0,0.11225464213428787,0.1103505821107691,0.2676197529386422,0.0025036474353233485,0.06424410880655573,0.3122990109251251,0.06682521228873012,0.01757132981275515,0.11632920466050851,0.0751557255939979,0.11113358736598328,0.03369621115440746,0.09259652015610483,0.21807731088158572,0.045711605308203826
quality,0.2199220499979292,0.16669761108802883,0.12298059132637518,0.07551425256952647,0.17520069089673804,0.11225464213428787,1.0,0.1839891462541398,0.07015070306895352,0.06540705851600125,0.2201937100661717,0.19370892536670972,0.223888018688092,0.5808940852791245,0.016635669087389834,0.09045262799215119,0.1757704333368574,0.2575139420436239,0.018449183264996418,0.16007494843053238,0.2708268744477495
relator,0.05688950606752826,0.1363239859975082,0.12405443982868267,0.22352666511736233,0.05953911898149345,0.1103505821107691,0.1839891462541398,1.0,0.22339926408812805,0.12720324743236874,0.14376777814604566,0.178747883171666,0.049627001158384206,0.22193746425713176,0.11127307407011436,0.2720320799330616,0.058767100945323204,0.04127783191043474,0.19760610852840632,0.6917390637180589,0.00439286697378465
role,0.03604691509565003,0.10156090768902513,0.12474961233240904,0.40592671439545003,0.08566555454910736,0.2676197529386422,0.07015070306895352,0.22339926408812805,1.0,0.004527940939456862,0.20099496501885078,0.05099098802104717,0.13224499056530178,0.018329397334353615,0.024768836246569156,0.19473924917543445,0.034385984052251656,0.20772867192654335,0.10918206852932395,0.19064694866482362,0.2772555426557279
roleMixin,0.24980917387597845,0.08119186290459779,0.2728852486185675,0.23081263608449387,0.2351090797021693,0.0025036474353233485,0.06540705851600125,0.12720324743236874,0.004527940939456862,1.0,0.1384216152297319,0.024301618322285872,0.3254623817198614,0.1750401711712713,0.024476517948914988,0.019656301490700714,0.3567449206204397,0.3125568690317113,0.06324753224215766,0.1601644411849052,0.19283068147038135
