Stereotype,category,datatype,event,kind,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,characterization,componentOf,derivation,externalDependence,instantiation,material,mediation,participation
situation,0.17422327052641978,0.18259371282233963,0.500594462940229,0.23217405650735573,0.07411658797653875,0.06424410880655573,0.2201937100661717,0.14376777814604566,0.20099496501885078,0.1384216152297319,1.0,0.11089294115468508,0.10954952603103246,0.20709078053730454,0.08637085936650452,0.08096316272636868,0.08992628587935592,0.17982002114713722,0.06657102280101317,0.13318056473425707,0.4374151079376537
subkind,0.23697327543595967,0.06300712042943965,0.00253059796582824,0.4521167541796545,0.1435038553488453,0.3122990109251251,0.19370892536670972,0.178747883171666,0.05099098802104717,0.024301618322285872,0.11089294115468508,1.0,0.013935526446321702,0.09132157976053598,0.25746783873213974,0.028533774488897556,0.03959447947620038,0.026671292395169625,0.17315945874610078,0.20776954632210973,0.04479045868963642
type,0.28257953176396605,0.07004399961902989,0.32532062470185,0.22237296722124558,0.2201971408036418,0.06682521228873012,0.223888018688092,0.049627001158384206,0.13224499056530178,0.3254623817198614,0.10954952603103246,0.013935526446321702,1.0,0.22692391065007575,0.10008417649957746,0.2014467138670446,0.4929600283400884,0.8499932731404348,0.13902997682831245,0.04070281253675046,0.3779041184748187
characterization,0.34514981058122157,0.02939908183297042,0.18007187651161616,0.027400431959276696,0.4922434511923206,0.01757132981275515,0.5808940852791245,0.22193746425713176,0.018329397334353615,0.1750401711712713,0.20709078053730454,0.09132157976053598,0.22692391065007575,1.0,0.21841472820194902,0.046722502541230115,0.38835490407168255,0.29935884210187635,0.0891239240514109,0.33989708004102265,0.3255167181075425
componentOf,0.1997988832704656,0.15689089360493902,0.1220651371919444,0.24083669363509388,0.14419021123769452,0.11632920466050851,0.016635669087389834,0.11127307407011436,0.024768836246569156,0.024476517948914988,0.08637085936650452,0.25746783873213974,0.10008417649957746,0.21841472820194902,1.0,0.037836096735982296,0.006284870668067635,0.19555161425860204,0.2029087008844276,0.13321262599933154,0.031746528333004835
derivation,0.07834149503359765,0.003766819693434371,0.030764737925999156,0.19553262348823314,0.026786917270640996,0.0751557255939979,0.09045262799215119,0.2720320799330616,0.19473924917543445,0.019656301490700714,0.08096316272636868,0.028533774488897556,0.2014467138670446,0.046722502541230115,0.037836096735982296,1.0,0.09068405286093802,0.1424076049828328,0.4386373248273355,0.362880095504951,0.06747630972366318
externalDependence,0.14688777110196485,0.006227730309283975,0.29040284980424236,0.24167922798991007,0.322479603175001,0.11113358736598328,0.1757704333368574,0.058767100945323204,0.034385984052251656,0.3567449206204397,0.08992628587935592,0.03959447947620038,0.4929600283400884,0.38835490407168255,0.006284870668067635,0.09068405286093802,1.0,0.5485599015004985,0.2457814168076709,0.10087307557595353,0.35384984616496884
instantiation,0.21146227501576365,0.08084946182596811,0.30318405664213205,0.19283114020455736,0.14994427468647556,0.03369621115440746,0.2575139420436239,0.04127783191043474,0.20772867192654335,0.3125568690317113,0.17982002114713722,0.026671292395169625,0.8499932731404348,0.29935884210187635,0.19555161425860204,0.1424076049828328,0.5485599015004985,1.0,0.1497540423976838,0.03023854989913577,0.4899197642226241
material,0.09010272973334214,0.015063380676914678,0.0012008802617211928,0.32659134339410356,0.09947214788849928,0.09259652015610483,0.018449183264996418,0.19760610852840632,0.10918206852932395,0.06324753224215766,0.06657102280101317,0.17315945874610078,0.13902997682831245,0.0891239240514109,0.2029087008844276,0.4386373248273355,0.2457814168076709,0.1497540423976838,1.0,0.2657570973543238,0.0840716778722815
mediation,0.017346730289655075,0.023631941376499193,0.0878383282451053,0.2119477905175758,0.19030853819702803,0.21807731088158572,0.16007494843053238,0.6917390637180589,0.19064694866482362,0.1601644411849052,0.13318056473425707,0.20776954632210973,0.04070281253675046,0.33989708004102265,0.13321262599933154,0.362880095504951,0.10087307557595353,0.03023854989913577,0.2657570973543238,1.0,0.06847945531568723
participation,0.13816311470123732,0.10515306560849559,0.5927419070721444,0.22262155346636261,0.05265708697878344,0.045711605308203826,0.2708268744477495,0.00439286697378465,0.2772555426557279,0.19283068147038135,0.4374151079376537,0.04479045868963642,0.3779041184748187,0.3255167181075425,0.031746528333004835,0.06747630972366318,0.35384984616496884,0.4899197642226241,0.0840716778722815,0.06847945531568723,1.0
