Stereotype,category,datatype,event,kind,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,characterization,componentOf,derivation,externalDependence,instantiation,material,mediation,participation
category,1.0,0.11818642630580857,0.14123416092546398,0.11460002956368016,0.2640601200645892,-0.07217729178324363,0.23432518185778609,-0.10564949382505191,-0.13353461812435893,0.24886833954230372,0.18615753257402295,0.2086800346006988,0.3501107771279238,0.3695366815784654,0.17224573212586164,-0.09931251606244511,0.17294230640023045,0.27429732281994806,0.13349704037669333,0.008539787343099172,0.19860431392906838
datatype,0.11818642630580857,1.0,0.045038112181443615,0.09927566925718974,-0.026745400467706352,-0.0064489921690898165,0.15249432027015344,-0.12904844330240092,-0.19224586644193956,-0.0799272586170727,0.166967927347565,0.06683815946566028,0.07815063704309247,-0.02012771280753858,0.17945531444305696,-0.004770731204364625,-0.016989591504337563,0.09360805138043095,0.01461839620738837,-0.013097354110079494,0.09687590378716494
event,0.14123416092546398,0.045038112181443615,1.0,-0.2370416635957669,0.16551568765790894,0.025198953703011815,0.146332503336983,-0.11659769207582679,-0.11071084730242513,0.29769312068809095,0.47860566204847027,0.0006022391139508847,0.3555895559435339,0.20442003663346545,-0.11296199940122874,-0.07437017777758759,0.2833528266514048,0.31540670449172464,5.965475200854081e-05,-0.07014883718294733,0.6081563792651734
kind,0.11460002956368016,0.09927566925718974,-0.2370416635957669,1.0,0.016635201563331436,0.2329233332040491,0.11489844414217275,0.3107188581000649,0.3420293292371845,-0.2943875922321251,-0.25108424264457196,0.5392717852714264,-0.18985166711460627,-0.03581790879256445,0.3635335633110395,0.12618823072105045,-0.2242482604819066,-0.16956866858990166,0.31245834929963195,0.21278067508790083,-0.2037301487543038
mode,0.2640601200645892,-0.026745400467706352,0.16551568765790894,0.016635201563331436,1.0,0.0224632604370947,0.15549638264432633,0.0218302422386692,0.08284040508003726,0.20720701100027414,-0.08888896973598938,0.11052261675841239,0.2306623102301371,0.5004358233519106,0.16106567845938063,-0.0173074903459509,0.33818042317009667,0.16530146988287883,0.09166949402005628,0.15997470695243154,0.05373050026530948
phase,-0.07217729178324363,-0.0064489921690898165,0.025198953703011815,0.2329233332040491,0.0224632604370947,1.0,0.11882195080377034,0.1852579338864852,0.3376374173011174,0.0005021540240552261,-0.08490821490577248,0.28461005680324064,-0.06992298586018515,0.013364583424413606,0.10037623344332329,0.07521375997483211,-0.10652739021162494,-0.02899936704934993,0.10695280929797553,0.3020056566168565,-0.05560396582895835
quality,0.23432518185778609,0.15249432027015344,0.146332503336983,0.11489844414217275,0.15549638264432633,0.11882195080377034,1.0,0.1684350232398525,0.03634948657328214,0.06488548856990274,0.2151248899445464,0.30574894088203597,0.1974420741283277,0.6326722798036256,0.03780282859557474,-0.12653498301144828,0.15197483431812564,0.24513303892036342,0.012737854666812456,0.19042047264368184,0.29833872449331933
relator,-0.10564949382505191,-0.12904844330240092,-0.11659769207582679,0.3107188581000649,0.0218302422386692,0.1852579338864852,0.1684350232398525,1.0,0.35137782308647847,0.11479820335470321,-0.16948040540194212,0.21626827841757615,-0.02335308967206558,0.1812873929099645,0.22809019602935066,0.23180907623896954,0.057025643648155704,0.02325870320181318,0.18775064967031901,0.6918436867510601,-0.0010283464153218419
role,-0.13353461812435893,-0.19224586644193956,-0.11071084730242513,0.3420293292371845,0.08284040508003726,0.3376374173011174,0.03634948657328214,0.35137782308647847,1.0,0.0009532325405220322,-0.20728739053733294,0.07715720916284166,-0.142348260129205,0.016411369504819022,0.03235246810457072,0.2180405462511203,0.016516903043955727,-0.1852529442953595,0.10134606275477352,0.35836947733957825,-0.2831515162536905
roleMixin,0.24886833954230372,-0.0799272586170727,0.29769312068809095,-0.2943875922321251,0.20720701100027414,0.0005021540240552261,0.06488548856990274,0.11479820335470321,0.0009532325405220322,1.0,0.18164289574868486,-0.10623705354614035,0.3798840543012348,0.21276176542277875,-0.05075642752267442,-0.020074834736154307,0.388278778157022,0.3725598820439146,-0.07126567409826963,0.16236536613153688,0.22759134612415133
situation,0.18615753257402295,0.166967927347565,0.47860566204847027,-0.25108424264457196,-0.08888896973598938,-0.08490821490577248,0.2151248899445464,-0.16948040540194212,-0.20728739053733294,0.18164289574868486,1.0,-0.09307990807226581,0.13490573021100496,0.2196785645302259,-0.08021284759222543,0.07398613377547135,0.09090393945871088,0.1982497995683314,0.05988208586780236,-0.13248308050997246,0.43921602523043496
subkind,0.2086800346006988,0.06683815946566028,0.0006022391139508847,0.5392717852714264,0.11052261675841239,0.28461005680324064,0.30574894088203597,0.21626827841757615,0.07715720916284166,-0.10623705354614035,-0.09307990807226581,1.0,-0.0242718276195745,0.1457419143848553,0.27384194247421784,-0.07810630797376472,-0.01375023532799354,0.019496316601668416,0.21539682933584248,0.25283368716772797,-0.015273907366301936
type,0.3501107771279238,0.07815063704309247,0.3555895559435339,-0.18985166711460627,0.2306623102301371,-0.06992298586018515,0.1974420741283277,-0.02335308967206558,-0.142348260129205,0.3798840543012348,0.13490573021100496,-0.0242718276195745,1.0,0.24043954628094305,0.09719022280868692,-0.20711916945836878,0.47933084175530327,0.8581670121290843,-0.13407075732062806,-0.014779183038504977,0.40018956301309905
characterization,0.3695366815784654,-0.02012771280753858,0.20442003663346545,-0.03581790879256445,0.5004358233519106,0.013364583424413606,0.6326722798036256,0.1812873929099645,0.016411369504819022,0.21276176542277875,0.2196785645302259,0.1457419143848553,0.24043954628094305,1.0,0.19015212698849338,-0.045210447017818144,0.42002448603225334,0.32564712353567965,0.07312501758494935,0.3081928316477789,0.35043351073408446
componentOf,0.17224573212586164,0.17945531444305696,-0.11296199940122874,0.3635335633110395,0.16106567845938063,0.10037623344332329,0.03780282859557474,0.22809019602935066,0.03235246810457072,-0.05075642752267442,-0.08021284759222543,0.27384194247421784,0.09719022280868692,0.19015212698849338,1.0,-0.029699757560531618,0.01992910389746665,0.18682378510170644,0.22679910889239366,0.17690075809599665,-0.03805115540471636
derivation,-0.09931251606244511,-0.004770731204364625,-0.07437017777758759,0.12618823072105045,-0.0173074903459509,0.07521375997483211,-0.12653498301144828,0.23180907623896954,0.2180405462511203,-0.020074834736154307,0.07398613377547135,-0.07810630797376472,-0.20711916945836878,-0.045210447017818144,-0.029699757560531618,1.0,-0.09252962924014059,-0.1503222117774411,0.4043411422592643,0.31885596541758693,-0.08581787016636301
externalDependence,0.17294230640023045,-0.016989591504337563,0.2833528266514048,-0.2242482604819066,0.33818042317009667,-0.10652739021162494,0.15197483431812564,0.057025643648155704,0.016516903043955727,0.388278778157022,0.09090393945871088,-0.01375023532799354,0.47933084175530327,0.42002448603225334,0.01992910389746665,-0.09252962924014059,1.0,0.5324278620088101,-0.24883211985105808,0.11839831782631256,0.35086538967237996
instantiation,0.27429732281994806,0.09360805138043095,0.31540670449172464,-0.16956866858990166,0.16530146988287883,-0.02899936704934993,0.24513303892036342,0.02325870320181318,-0.1852529442953595,0.3725598820439146,0.1982497995683314,0.019496316601668416,0.8581670121290843,0.32564712353567965,0.18682378510170644,-0.1503222117774411,0.5324278620088101,1.0,-0.1376839993613099,0.08304577813814072,0.5044896676738908
material,0.13349704037669333,0.01461839620738837,5.965475200854081e-05,0.31245834929963195,0.09166949402005628,0.10695280929797553,0.012737854666812456,0.18775064967031901,0.10134606275477352,-0.07126567409826963,0.05988208586780236,0.21539682933584248,-0.13407075732062806,0.07312501758494935,0.22679910889239366,0.4043411422592643,-0.24883211985105808,-0.1376839993613099,1.0,0.2461340864949229,-0.08163477620637095
mediation,0.008539787343099172,-0.013097354110079494,-0.07014883718294733,0.21278067508790083,0.15997470695243154,0.3020056566168565,0.19042047264368184,0.6918436867510601,0.35836947733957825,0.16236536613153688,-0.13248308050997246,0.25283368716772797,-0.014779183038504977,0.3081928316477789,0.17690075809599665,0.31885596541758693,0.11839831782631256,0.08304577813814072,0.2461340864949229,1.0,0.06154722105877519
participation,0.19860431392906838,0.09687590378716494,0.6081563792651734,-0.2037301487543038,0.05373050026530948,-0.05560396582895835,0.29833872449331933,-0.0010283464153218419,-0.2831515162536905,0.22759134612415133,0.43921602523043496,-0.015273907366301936,0.40018956301309905,0.35043351073408446,-0.03805115540471636,-0.08581787016636301,0.35086538967237996,0.5044896676738908,-0.08163477620637095,0.06154722105877519,1.0
