Stereotype,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,other,none
bringsAbout,0.5110496231826164,0.2941843411461905,0.1035163918923121,0.143263268198563,0.07045527142543986,0.053924493851091104,0.12451817922021854,0.1494403036625541,0.12430716041806339,0.12039065332386603,0.19844661011148892,0.20416016456268873,0.046277474572452494,0.3052306737359273,0.030876288531754732,0.002382190354992139,0.002382190354992139,0.06106940397636713,0.2263305787397089,0.04919820278535127,0.28630538283533824
characterization,0.2941843411461905,2.218033040840734,0.16332249888591488,0.6151948154752439,0.339021142575757,0.3594452347788637,0.4646487254375161,0.3523527194934868,0.39440232495287986,0.292015403911008,0.7510715783433844,0.9682175086177769,0.3619918236113906,0.6302569148559934,0.09386569941438375,0.057777759422894676,0.07613874504678353,0.05796189142951019,0.2727803236112938,0.32913237102977844,1.3532745754172466
comparative,0.1035163918923121,0.16332249888591488,0.3106110215371804,0.2026684351483562,0.0923377943527022,0.08531136227501297,0.013452765736564294,0.05320970997067142,0.010636690447167842,0.03817266593219697,0.2476623042302696,0.19638937258521877,0.11053544668138407,0.11723818784753567,0.0023320339957484254,0.0011542310279156198,0.0011542310279156198,0.09541672070892071,0.03468034476996026,0.016413456345428602,0.16014847882368002
componentOf,0.143263268198563,0.6151948154752439,0.2026684351483562,1.4394365237294322,0.23860622435021722,0.28815014658659166,0.19208159174969228,0.19020052798511602,0.26470869450507145,0.16612325702680047,0.6456556386453741,0.642112017413855,0.35634233369809065,0.3123204116329078,0.041937374526306186,0.08430206190400186,0.0709723084316952,0.08548142040634704,0.07022630827717635,0.195781589536818,0.8963560846237446
creation,0.07045527142543986,0.339021142575757,0.0923377943527022,0.23860622435021722,0.7612141892445758,0.13211183569122642,0.15802076273714796,0.18691102927559886,0.22806723538558552,0.16038361691584807,0.22848971067831186,0.4006971217375094,0.17443143143258474,0.5103747472293846,0.12656555535536562,0.08999888510406358,0.055970344995984016,0.08762373415494012,0.03900678659934449,0.10649674734565992,0.5188490927121361
derivation,0.053924493851091104,0.3594452347788637,0.08531136227501297,0.28815014658659166,0.13211183569122642,1.0612950240267467,0.0917675270961458,0.06715005506412011,0.05724867031627503,0.03498412711115152,0.5843383989816128,0.590776585261517,0.16190831593378816,0.1512978401504891,0.01393696658915345,0.03919524438601988,0.04422647653760208,0.04333517803784155,0.05710968984599529,0.2476770748648166,0.604555520003441
externalDependence,0.12451817922021854,0.4646487254375161,0.013452765736564294,0.19208159174969228,0.15802076273714796,0.0917675270961458,0.8863513062126493,0.21431443012576426,0.3462990197652971,0.22376836160945152,0.15129991417032573,0.4150291896499456,0.15594680175126974,0.3542206802160177,0.10024949557109686,0.03795280653243977,0.03795280653243977,0.034366156474947694,0.12348905210201919,0.15520151761766338,0.5583108656463075
historicalDependence,0.1494403036625541,0.3523527194934868,0.05320970997067142,0.19020052798511602,0.18691102927559886,0.06715005506412011,0.21431443012576426,0.6725258736012775,0.28754178952584275,0.20796222799912495,0.16876691900279236,0.3526176027539866,0.1224650870370654,0.4340462223936515,0.08944908660430095,0.07340184246261466,0.04241825811013211,0.03129174865631917,0.1293830459426838,0.10242160770995576,0.4237238244300486
instantiation,0.12430716041806339,0.39440232495287986,0.010636690447167842,0.26470869450507145,0.22806723538558552,0.05724867031627503,0.3462990197652971,0.28754178952584275,0.7651269931637111,0.36850730299612033,0.1516601358790949,0.3512896008708572,0.14433994102108763,0.39375185645891997,0.061400057882047436,0.03749755005457176,0.03749755005457176,0.03914701234210851,0.10467951858425076,0.15125882992425727,0.5047591335026148
manifestation,0.12039065332386603,0.292015403911008,0.03817266593219697,0.16612325702680047,0.16038361691584807,0.03498412711115152,0.22376836160945152,0.20796222799912495,0.36850730299612033,0.5243793766549231,0.08249855406212553,0.21634633918677443,0.05016312843711229,0.32664090186217626,0.004814668244846637,0.0023821903549921253,0.0023821903549921253,0.0035920108402336046,0.11467218728512721,0.1365153146617924,0.3363571075554226
material,0.19844661011148892,0.7510715783433844,0.2476623042302696,0.6456556386453741,0.22848971067831186,0.5843383989816128,0.15129991417032573,0.16876691900279236,0.1516601358790949,0.08249855406212553,1.7415114103672773,0.9014709364623446,0.350560880157653,0.3609811590751445,0.03886590106944708,0.06377213904493037,0.07710189251723702,0.10016560005506803,0.10974623117854551,0.25715603836053624,1.0341082884908075
mediation,0.20416016456268873,0.9682175086177769,0.19638937258521877,0.642112017413855,0.4006971217375094,0.590776585261517,0.4150291896499456,0.3526176027539866,0.3512896008708572,0.21634633918677443,0.9014709364623446,2.274025772719588,0.535647208209806,0.5905016529063059,0.1585483581635322,0.10835987072795278,0.10835987072795278,0.07291383443120175,0.15922720718322803,0.41086658957231437,1.4125345964652427
memberOf,0.046277474572452494,0.3619918236113906,0.11053544668138407,0.35634233369809065,0.17443143143258474,0.16190831593378816,0.15594680175126974,0.1224650870370654,0.14433994102108763,0.05016312843711229,0.350560880157653,0.535647208209806,0.8918145291137376,0.25893586551746706,0.06127444101167523,0.08236595483182015,0.08236595483182015,0.04664840697626755,0.03043433001773673,0.18238647806134178,0.5071877854890271
participation,0.3052306737359273,0.6302569148559934,0.11723818784753567,0.3123204116329078,0.5103747472293846,0.1512978401504891,0.3542206802160177,0.4340462223936515,0.39375185645891997,0.32664090186217626,0.3609811590751445,0.5905016529063059,0.25893586551746706,1.246033849360869,0.1706565597666096,0.08999888510406369,0.0843020619040012,0.09265496630652248,0.20382024980211624,0.2475338246085222,0.7934878223509234
participational,0.030876288531754732,0.09386569941438375,0.0023320339957484254,0.041937374526306186,0.12656555535536562,0.01393696658915345,0.10024949557109686,0.08944908660430095,0.061400057882047436,0.004814668244846637,0.03886590106944708,0.1585483581635322,0.06127444101167523,0.1706565597666096,0.20301288991128527,0.054512241540600255,0.054512241540600255,0.041470973649255914,0.01951763454553638,0.010815991175213417,0.17132215081509036
subCollectionOf,0.002382190354992139,0.057777759422894676,0.0011542310279156198,0.08430206190400186,0.08999888510406358,0.03919524438601988,0.03795280653243977,0.07340184246261466,0.03749755005457176,0.0023821903549921253,0.06377213904493037,0.10835987072795278,0.08236595483182015,0.08999888510406369,0.054512241540600255,0.10835987072795317,0.054320882708449494,0.0005684569044643317,0.001964097219600905,0.005346766284097193,0.1083598707279532
subQuantityOf,0.002382190354992139,0.07613874504678353,0.0011542310279156198,0.0709723084316952,0.055970344995984016,0.04422647653760208,0.03795280653243977,0.04241825811013211,0.03749755005457176,0.0023821903549921253,0.07710189251723702,0.10835987072795278,0.08236595483182015,0.0843020619040012,0.054512241540600255,0.054320882708449494,0.10835987072795317,0.0005684569044643317,0.001964097219600905,0.024570554055374665,0.08999888510406434
termination,0.06106940397636713,0.05796189142951019,0.09541672070892071,0.08548142040634704,0.08762373415494012,0.04333517803784155,0.034366156474947694,0.03129174865631917,0.03914701234210851,0.0035920108402336046,0.10016560005506803,0.07291383443120175,0.04664840697626755,0.09265496630652248,0.041470973649255914,0.0005684569044643317,0.0005684569044643317,0.1490691052751502,0.01861552294284658,0.008065719486557432,0.08811716111367968
triggers,0.2263305787397089,0.2727803236112938,0.03468034476996026,0.07022630827717635,0.03900678659934449,0.05710968984599529,0.12348905210201919,0.1293830459426838,0.10467951858425076,0.11467218728512721,0.10974623117854551,0.15922720718322803,0.03043433001773673,0.20382024980211624,0.01951763454553638,0.001964097219600905,0.001964097219600905,0.01861552294284658,0.4072555477949261,0.06675518745173797,0.25299532932730884
other,0.04919820278535127,0.32913237102977844,0.016413456345428602,0.195781589536818,0.10649674734565992,0.2476770748648166,0.15520151761766338,0.10242160770995576,0.15125882992425727,0.1365153146617924,0.25715603836053624,0.41086658957231437,0.18238647806134178,0.2475338246085222,0.010815991175213417,0.005346766284097193,0.024570554055374665,0.008065719486557432,0.06675518745173797,1.026647057095209,0.6173575796713258
none,0.28630538283533824,1.3532745754172466,0.16014847882368002,0.8963560846237446,0.5188490927121361,0.604555520003441,0.5583108656463075,0.4237238244300486,0.5047591335026148,0.3363571075554226,1.0341082884908075,1.4125345964652427,0.5071877854890271,0.7934878223509234,0.17132215081509036,0.1083598707279532,0.08999888510406434,0.08811716111367968,0.25299532932730884,0.6173575796713258,3.4979436678170055
