year,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,other,none
2016,0.0000000,0.0036009,0.0031773,0.0010591,0.0000000,0.0000000,0.0012709,0.0000000,0.0000000,0.0000000,0.0002118,0.0052955,0.0008473,0.0008473,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0072019,0.0067782
2017,0.0000000,0.0006355,0.0000000,0.0004236,0.0000000,0.0008473,0.0000000,0.0000000,0.0000000,0.0000000,0.0042364,0.0023300,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0042364,0.0667232
2018,0.0006355,0.0038128,0.0000000,0.0021182,0.0000000,0.0012709,0.0004236,0.0010591,0.0004236,0.0006355,0.0029655,0.0033891,0.0008473,0.0023300,0.0000000,0.0000000,0.0000000,0.0000000,0.0004236,0.0004236,0.0377039
2019,0.0000000,0.0040246,0.0000000,0.0025418,0.0000000,0.0012709,0.0000000,0.0004236,0.0010591,0.0002118,0.0023300,0.0120737,0.0016946,0.0016946,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0167337,0.0184283
2020,0.0000000,0.0069900,0.0000000,0.0093201,0.0008473,0.0019064,0.0021182,0.0000000,0.0008473,0.0006355,0.0012709,0.0082610,0.0000000,0.0023300,0.0000000,0.0000000,0.0000000,0.0000000,0.0004236,0.0103792,0.0726541
2021,0.0012709,0.0182165,0.0002118,0.0150392,0.0014827,0.0012709,0.0031773,0.0021182,0.0025418,0.0019064,0.0239356,0.0211820,0.0025418,0.0063546,0.0002118,0.0000000,0.0021182,0.0000000,0.0006355,0.0016946,0.0546494
2022,0.0014827,0.0116501,0.0000000,0.0072019,0.0057191,0.0061428,0.0044482,0.0044482,0.0074137,0.0010591,0.0114383,0.0343148,0.0031773,0.0190638,0.0019064,0.0016946,0.0002118,0.0002118,0.0008473,0.0004236,0.0862105
2023,0.0019064,0.0228765,0.0036009,0.0097437,0.0025418,0.0031773,0.0033891,0.0000000,0.0014827,0.0004236,0.0133446,0.0305020,0.0069900,0.0019064,0.0000000,0.0000000,0.0000000,0.0008473,0.0006355,0.0027537,0.0713832
2024,0.0010591,0.0171574,0.0008473,0.0033891,0.0021182,0.0074137,0.0010591,0.0012709,0.0008473,0.0023300,0.0135564,0.0260538,0.0002118,0.0101673,0.0014827,0.0000000,0.0000000,0.0000000,0.0004236,0.0021182,0.0127092
