Percentage,Top k Stereotypes,Coverage
10.0,2,0.29867674858223064
20.0,4,0.497164461247637
30.0,6,0.6219281663516069
40.0,8,0.724007561436673
50.0,10,0.8071833648393195
60.0,12,0.8733459357277883
70.0,14,0.9262759924385633
80.0,16,0.9678638941398866
90.0,18,0.9867674858223062
100.0,21,1.0
