Stereotype,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,other,none
bringsAbout,1.0,0.2914578300075716,0.30286118686839075,0.07409652012763508,0.15970849938874854,0.01775351295678486,0.19478306752894192,0.3665886191696785,0.2656743797884522,0.35979019464701223,0.15892768609398994,-0.09122235902920416,-0.041140216361243424,0.4890765157391514,0.06633487467826928,-0.05045391304567611,-0.05045391304567611,0.3245078593041605,0.7123700164189737,-0.1265330640835603,-0.05905660730964832
characterization,0.2914578300075716,1.0,0.0584316871116833,0.2610211780198132,0.17805215986436676,0.0674089635667145,0.352650063260018,0.23265281363223747,0.30757889616285855,0.32122316154709274,0.18977365531563845,0.365119131328193,0.21175946862627917,0.35565411696839605,0.0902842167136892,0.10157023563096372,0.1654795973762892,-0.02132639578772925,0.32503017268350165,0.04066638757468668,-0.09122551140651945
comparative,0.30286118686839075,0.0584316871116833,1.0,0.32359300030721233,0.21334024175252891,0.12051774988144605,-0.12338113452367463,0.10619434644589901,-0.1087552328896904,0.028560335828494772,0.3559853399094556,0.2714324420136431,0.2573520274366858,0.16104793496109246,-0.04944897746698901,-0.034627066434733046,-0.034627066434733046,0.4641396139502056,0.05619044910220939,-0.137535002143271,-0.22369145138916494
componentOf,0.07409652012763508,0.2610211780198132,0.32359300030721233,1.0,0.11421346339933731,0.09295752150149483,-9.04715119064366e-06,0.1117806568563934,0.20040041836651132,0.12997651886895975,0.3717121076112274,0.3432948814143931,0.3871985649994292,0.06111558118608546,-0.05099791504372789,0.20456592128355008,0.2099913305082604,0.17570807431049607,-0.08832462351053545,-0.0018637098224072303,-0.14331632548547207
creation,0.15970849938874854,0.17805215986436676,0.21334024175252891,0.11421346339933731,1.0,0.09499253200758749,0.2016379507005653,0.36626529820334786,0.336250922459533,0.31149746148720314,0.039409739816616614,0.24748243930463618,0.25318818197960524,0.6763954371797262,0.3308431717671903,0.32592479387142775,0.14833167751148232,0.37508004244951326,0.018948031493538783,-0.028801756350571552,-0.017334977051787333
derivation,0.01775351295678486,0.0674089635667145,0.12051774988144605,0.09295752150149483,0.09499253200758749,1.0,-0.12240803399653091,-0.09027485313486734,-0.14291636042498154,-0.17925165741223503,0.4388051791060566,0.4158257009279237,0.18601389178480637,-0.006296532004581773,-0.1280746861143667,0.0936911855810148,0.06950339286643868,0.13646714383104508,0.1015554010600514,0.21370151743595275,0.03144299377595573
externalDependence,0.19478306752894192,0.352650063260018,-0.12338113452367463,-9.04715119064366e-06,0.2016379507005653,-0.12240803399653091,1.0,0.3792406255538787,0.523096167785649,0.4253691669394474,-0.257326115978064,0.10521200143010355,0.14089425249043389,0.33551856368443034,0.2396517491837423,0.11486420626142846,0.11134567028572333,0.03180861997199679,0.24494685225004975,0.10347782067102909,-0.04474119673496508
historicalDependence,0.3665886191696785,0.23265281363223747,0.10619434644589901,0.1117806568563934,0.36626529820334786,-0.09027485313486734,0.3792406255538787,1.0,0.5602031680074284,0.5167423557622866,0.02017458130275742,0.13657512082361994,0.15625493473416494,0.579707160146835,0.33374089546388386,0.35322790053473035,0.15766104228378328,0.0673617540228442,0.3308456044081602,-0.052021211834872606,-0.09677040911529251
instantiation,0.2656743797884522,0.30757889616285855,-0.1087552328896904,0.20040041836651132,0.336250922459533,-0.14291636042498154,0.523096167785649,0.5602031680074284,1.0,0.7380709377344893,-0.10016541363500954,0.12018676000448579,0.09658006209797297,0.46297921536959713,0.1672418625984327,0.13224573800888792,0.12855386331072038,0.055381888010475895,0.23679255988019057,0.09574033104272403,-0.09916755349826642
manifestation,0.35979019464701223,0.32122316154709274,0.028560335828494772,0.12997651886895975,0.31149746148720314,-0.17925165741223503,0.4253691669394474,0.5167423557622866,0.7380709377344893,1.0,-0.12232678516974692,0.01494120768093905,0.001550197611574721,0.5032484599817486,-0.07204978753452393,-0.05045347563014584,-0.05045347563014584,-0.06209480180072588,0.3274898796025749,0.20444868246186854,-0.07728423625881706
