year,num_models,ratio
2005,1,0.008264462809917356
2007,1,0.008264462809917356
2011,1,0.008264462809917356
2012,2,0.01652892561983471
2013,2,0.01652892561983471
2014,2,0.01652892561983471
2015,8,0.06611570247933884
2016,4,0.03305785123966942
2017,8,0.06611570247933884
2018,10,0.08264462809917356
2019,7,0.05785123966942149
2020,17,0.14049586776859505
2021,17,0.14049586776859505
2022,17,0.14049586776859505
2023,17,0.14049586776859505
2024,7,0.05785123966942149
