Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
bringsAbout,0.01609517144856543,0.14084507042253522,0.14176173110641538,13,Q3
characterization,0.1819454163750875,0.6338028169014085,0.6594013536929267,2,Q1
comparative,0.009097270818754374,0.056338028169014086,0.05706779962748156,15,Q3
componentOf,0.08187543736878937,0.30985915492957744,0.320493811387993,5,Q1
creation,0.023792862141357594,0.19718309859154928,0.19861337985906766,10,Q1
derivation,0.0363890832750175,0.323943661971831,0.3259810753913731,4,Q1
externalDependence,0.044086773967809655,0.2535211267605634,0.25732587385032696,7,Q1
historicalDependence,0.02099370188943317,0.18309859154929578,0.1842982087443018,11,Q3
instantiation,0.042687193841847444,0.19718309859154928,0.20175076428171493,8,Q1
manifestation,0.021693491952414275,0.15492957746478872,0.15644098429282347,12,Q3
material,0.15745276417074877,0.4084507042253521,0.43774804480111107,3,Q1
mediation,0.2554233729881036,0.676056338028169,0.7226986036078095,1,Q1
memberOf,0.025192442267319804,0.19718309859154928,0.19878589868890822,9,Q1
participation,0.07067879636109167,0.30985915492957744,0.3178178537287113,6,Q1
participational,0.0013995801259622112,0.028169014084507043,0.028203761788494538,17,Q3
subCollectionOf,0.0,0.0,0.0,18,Q3
subQuantityOf,0.0,0.0,0.0,18,Q3
termination,0.002099370188943317,0.028169014084507043,0.028247136309427545,16,Q3
triggers,0.009097270818754374,0.11267605633802817,0.11304270877964778,14,Q3
