Stereotype,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers
bringsAbout,0.5867557307571496,0.2945472415513427,0.08542447914760483,0.14449685355649497,0.052287368423917124,0.044363532034691365,0.17073100389895732,0.18806786328683667,0.17256464830835794,0.16062143190003406,0.24410740146819898,0.24886762400025983,0.037151859919556954,0.36302651331453073,0.03692537674981319,0.0,0.0,0.049080957275944755,0.25977872660970075
characterization,0.2945472415513427,2.178243208105123,0.11607801579425478,0.5592686630142057,0.2849794523064032,0.2549304055222332,0.5724917125620546,0.34817542066469,0.4437670492542426,0.3556431749269721,0.7221115257390186,0.7884851625248724,0.2756685009331158,0.5576306186948407,0.024401758621997283,0.0,0.0,0.029009921021333387,0.28313613858863446
comparative,0.08542447914760483,0.11607801579425478,0.2753460761918141,0.16017166844749978,0.06330915627399258,0.06651360879035398,0.017036464223900677,0.06831917916919164,0.012780491865236457,0.0490108975423493,0.2558208034999843,0.16146572373413917,0.06047316844995188,0.1175623689903802,0.0016575985456924874,0.0,0.0,0.07464408348270193,0.0069448901198535945
componentOf,0.14449685355649497,0.5592686630142057,0.16017166844749978,1.2934684139844497,0.20203165911661472,0.14915171507364736,0.31168550166539394,0.18013293810338768,0.39886365453575356,0.28039699081525715,0.5380948853442623,0.5574046321874303,0.2548170535272494,0.2878993099946229,0.010629086277106486,0.0,0.0,0.0595645353205732,0.057698983915193805
creation,0.052287368423917124,0.2849794523064032,0.06330915627399258,0.20203165911661472,0.7706433171535654,0.11569821456208562,0.16002692375920352,0.16218724382554647,0.2528642396881215,0.21187215907853366,0.2176460031164145,0.3308538708245103,0.1493330974461563,0.4883382816354574,0.022174484345220603,0.0,0.0,0.07736476362451551,0.03335854773985068
derivation,0.044363532034691365,0.2549304055222332,0.06651360879035398,0.14915171507364736,0.11569821456208562,1.0011958990056091,0.12148501486133137,0.0731129611830012,0.07321375494003624,0.048031210772572525,0.5607553490128504,0.48536372647846615,0.14680668997188315,0.13289396450713528,0.011222227713269625,0.0,0.0,0.026697812256523498,0.05095853569508964
externalDependence,0.17073100389895732,0.5724917125620546,0.017036464223900677,0.31168550166539394,0.16002692375920352,0.12148501486133137,1.0489232360797351,0.2146853690594005,0.4694722217097558,0.27481789627825204,0.192030429351474,0.5069300487444529,0.19562013693720587,0.3474456072922161,0.08092351769797651,0.0,0.0,0.042733975816948364,0.1561511043945749
historicalDependence,0.18806786328683667,0.34817542066469,0.06831917916919164,0.18013293810338768,0.16218724382554647,0.0731129611830012,0.2146853690594005,0.7283364593767401,0.3104296970181576,0.24362634244413608,0.21198655102509878,0.3436364924066551,0.08110622508000015,0.43651480548648075,0.06334814554253983,0.0,0.0,0.0386166599211509,0.13330419299435337
instantiation,0.17256464830835794,0.4437670492542426,0.012780491865236457,0.39886365453575356,0.2528642396881215,0.07321375494003624,0.4694722217097558,0.3104296970181576,0.8923286576461992,0.5022483900191337,0.20617086004399404,0.39068556533849147,0.11584636502106699,0.4593369816471687,0.03051912677911498,0.0,0.0,0.05004439947094441,0.12941992475447478
manifestation,0.16062143190003406,0.3556431749269721,0.0490108975423493,0.28039699081525715,0.21187215907853366,0.048031210772572525,0.27481789627825204,0.24362634244413608,0.5022483900191337,0.6586237868310365,0.1349041863136974,0.29401076840942014,0.06799214220312164,0.4128540852024776,0.004816103254771373,0.0,0.0,0.004816103254771373,0.1377994539396912
material,0.24410740146819898,0.7221115257390186,0.2558208034999843,0.5380948853442623,0.2176460031164145,0.5607553490128504,0.192030429351474,0.21198655102509878,0.20617086004399404,0.1349041863136974,1.6571913310377646,0.8343889597699877,0.32000235929341786,0.3525686470797972,0.015070093653218056,0.0,0.0,0.08128525661545997,0.11823262462289401
