stereotype,total_correlation,rank
category,2.388700853490821,5
collective,1.7814376417715552,13
datatype,1.4890035348984039,14
event,2.3312782376678833,8
kind,3.1664246772065137,1
mode,1.7915846529735546,12
phase,2.278211841749579,9
quality,2.111925232713052,11
relator,2.4073555366014814,4
role,2.359681633492333,7
roleMixin,2.119145515220556,10
situation,2.7603217495622423,3
subkind,2.3691031386010675,6
type,2.778556360880011,2
